start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	29549812963.617237	29549872369.695942	0.0
133	142	682935.5152124178	633990.201711033	0.0
0	0	13189.990255843724	40439.71262269065	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
148	149	0.0680321347522509	0.0680321347522509	0.0
300	301	0.4676101543429769	0.4676101543429769	0.0
449	450	0.5469353319910708	0.5469353319910708	0.0
0	0	0.0	0.0	13.438174336561184
0	0	0.0	0.0	-9.664589178355572e-12
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
