Iteration	Sum_of_Squares	Accepted
1	52656.63750000001	yes
2	577721.1375	no
3	61535.23749999999	no
4	75389.73749999999	no
5	89788.53749999999	no
6	52550.237499999996	yes
7	55749.337500000016	no
8	49722.03749999999	yes
9	45464.53749999999	yes
10	622726.8374999998	no
11	89708.43750000001	no
12	68853.9375	no
13	62018.337500000016	no
14	49693.737499999996	no
15	53721.3375	no
16	60355.13749999998	no
17	76587.3375	no
18	136830.83749999997	no
19	51248.23750000002	no
20	33046.8375	yes
21	32985.9375	yes
22	83551.23749999999	no
23	66988.73749999999	no
24	63352.337499999994	no
25	23651.737499999996	yes
26	27596.0375	no
27	31017.837499999994	no
28	24022.437499999996	no
29	30636.337500000005	no
30	20882.8375	yes
31	27991.9375	no
32	48679.6375	no
33	305125.43749999994	no
34	26786.137500000004	no
35	241871.73750000002	no
36	66760.23749999999	no
37	62687.1375	no
38	53558.63750000001	no
39	29780.837499999998	no
40	92035.0375	no
41	45119.23750000001	no
42	25020.8375	no
43	36874.4375	no
44	62095.03750000002	no
45	70016.2375	no
46	19439.8375	yes
47	295624.03750000003	no
48	40683.63749999999	no
49	58435.98750000001	no
50	74645.4375	no
51	71034.7375	no
52	23289.7375	no
53	70119.43750000001	no
54	18429.3375	yes
55	63663.1375	no
56	23428.6375	no
57	34306.7375	no
58	84727.73750000002	no
59	25913.237499999996	no
60	22089.437500000004	no
61	73767.33750000001	no
62	36550.8375	no
63	28726.637500000004	no
64	27468.637499999997	no
65	25307.537500000002	no
66	83512.23750000002	no
67	46969.18749999999	no
68	85357.63750000003	no
69	21396.137500000004	no
70	27886.53749999999	no
71	38088.03750000001	no
72	34007.437500000015	no
73	27357.037500000006	no
74	21278.9375	no
75	54383.7375	no
76	54955.93750000001	no
77	59453.1375	no
78	30566.337499999994	no
79	31821.637500000004	no
80	60933.537500000006	no
81	76631.03749999998	no
82	30608.5375	no
83	17803.737500000003	yes
84	31651.3375	no
85	48792.637500000004	no
86	79357.33750000001	no
87	79200.43749999999	no
88	24278.564999999995	no
89	21109.037500000006	no
90	17882.3375	no
91	18013.8375	no
92	51807.93750000001	no
93	18923.137500000004	no
94	87615.23749999999	no
95	58267.7375	no
96	33918.837499999994	no
97	22468.537500000002	no
98	65745.33750000001	no
99	60445.437500000015	no
100	27676.8375	no
101	50463.937500000015	no
102	19227.6375	no
103	25742.7375	no
104	81915.33750000002	no
105	19827.5375	no
106	41516.2375	no
107	61673.337500000016	no
108	88914.23749999999	no
109	18040.237499999996	no
110	67961.43750000003	no
111	63616.13749999999	no
112	42485.4375	no
113	20277.137500000004	no
114	23787.637500000004	no
115	49957.53749999998	no
116	26717.237499999996	no
117	15885.637499999997	yes
118	52752.037500000006	no
119	25979.337499999994	no
120	32083.737500000003	no
121	18411.4375	no
122	42949.8375	no
123	75561.4375	no
124	30402.437499999996	no
125	28539.937500000007	no
126	60975.13750000002	no
127	27417.337499999994	no
128	48546.0375	no
129	27562.5375	no
130	23913.637499999997	no
131	20694.237499999996	no
132	315060.83750000014	no
133	22606.5375	no
134	34965.1375	no
135	26321.63750000001	no
136	21516.737500000003	no
137	18997.2375	no
138	42728.23750000001	no
139	19887.4375	no
140	24410.8375	no
141	25680.437500000004	no
142	18334.737500000003	no
143	21719.337500000005	no
144	24554.765	no
145	97947.53750000002	no
146	224810.93749999988	no
147	18925.4375	no
148	21579.4375	no
149	54026.7375	no
150	22619.537500000002	no
151	21392.637499999997	no
152	77301.0375	no
153	22977.837500000005	no
154	34919.0375	no
155	27145.337500000005	no
156	18438.9375	no
157	27825.73749999999	no
158	71821.53749999998	no
159	23284.2375	no
160	35081.4375	no
161	31842.5375	no
162	24130.5375	no
163	21988.3375	no
164	22266.937499999996	no
165	28119.2375	no
166	24046.337499999998	no
167	27631.8375	no
168	23926.337499999994	no
169	31388.237500000003	no
170	51448.7375	no
171	336632.23749999993	no
172	30142.864999999998	no
173	288661.53750000003	no
174	76924.73750000002	no
175	18917.1375	no
176	57608.33749999998	no
177	104173.13750000001	no
178	30011.6375	no
179	293085.1374999999	no
180	28505.437500000007	no
181	24291.537500000002	no
182	19124.287500000006	no
183	54978.83750000001	no
184	77671.63749999998	no
185	21647.037500000002	no
186	30686.83750000001	no
187	23803.937500000004	no
188	72451.6375	no
189	23800.337499999994	no
190	20402.5375	no
191	45023.73749999999	no
192	43426.5375	no
193	51210.7375	no
194	21391.937499999996	no
195	25924.337499999994	no
196	37571.43750000002	no
197	18650.437500000007	no
198	25587.8375	no
199	45077.33750000001	no
200	24339.137499999997	no
201	18607.537500000002	no
202	58498.73749999998	no
203	24143.937499999996	no
204	49191.665	no
205	300653.0375	no
206	65985.23749999999	no
207	47823.237499999996	no
208	46000.1375	no
209	22884.437499999993	no
210	22209.087499999994	no
211	18613.9375	no
212	22615.537500000002	no
213	30560.0375	no
214	23265.1375	no
215	349707.13750000007	no
216	20137.737499999996	no
217	47400.237499999996	no
218	65014.7375	no
219	27455.637499999993	no
220	25215.237500000003	no
221	38800.6375	no
222	44883.537500000006	no
223	17124.937500000004	no
224	37179.23749999999	no
225	20839.537500000002	no
226	18132.437500000004	no
227	23111.637499999986	no
228	48016.837499999994	no
229	23012.1375	no
230	25383.637500000004	no
231	23301.9375	no
232	19048.637499999997	no
233	34126.53749999999	no
234	39237.5375	no
235	41670.7375	no
236	22490.0375	no
237	18937.937500000004	no
238	22764.237500000003	no
239	29735.037500000006	no
240	23002.837499999998	no
241	20707.4375	no
242	23708.0375	no
243	20682.137499999997	no
244	38176.23750000001	no
245	59330.33749999998	no
246	27633.537500000002	no
247	24857.737499999996	no
248	79832.63750000001	no
249	55678.83750000001	no
250	24070.237499999996	no
251	72311.33749999998	no
252	30455.337499999994	no
253	57555.837499999965	no
254	30860.837499999998	no
255	19285.03749999999	no
256	17974.6375	no
257	23078.9375	no
258	27087.937499999993	no
259	18834.1375	no
260	59307.037500000006	no
261	20740.037500000006	no
