start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	29550504354.863594	29550385789.622684	0.0
123	132	1261622.3030946911	1312236.903038756	0.0
0	0	177527.34267085546	422360.59557322366	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
140	141	0.13879829875703167	0.13879829875703167	0.0
289	290	0.573102358657145	0.573102358657145	0.0
449	450	0.1464889106062695	0.1464889106062695	0.0
0	0	0.0	0.0	1.2680864715775022e-09
0	0	0.0	0.0	3.2062161840724985e-09
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
