start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	29544803780.33088	29544830737.45923	0.0
0	0	4844242.556306532	4927428.317691389	0.0
0	0	2950827.10386624	2933211.7359159268	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
303	313	0.0	0.0	0.0
151	152	0.7968383740593594	0.7968383740593594	0.0
297	298	0.4958866246637056	0.4958866246637056	0.0
449	450	0.5827036964669081	0.5827036964669081	0.0
0	0	0.0	0.0	2.5058641370427144
0	0	0.0	0.0	5.1876122558037885
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
