Iteration	Sum_of_Squares	Accepted
1	187530.39999999997	no
2	187530.39999999997	no
3	187530.39999999997	no
4	187530.39999999997	no
5	244319.60000000003	no
6	392377.0	no
7	457001.79999999993	no
8	440919.00000000006	no
9	440919.00000000006	no
10	426242.4	no
11	486412.7999999999	no
12	486412.7999999999	no
13	486412.7999999999	no
14	453585.60000000003	no
15	491315.0	no
16	491315.0	no
17	520224.2	no
18	517068.0	no
19	517068.0	no
20	430173.80000000005	no
21	460472.6000000001	no
22	439964.8	no
23	589873.6	no
24	228304.0	no
25	293721.99999999994	no
26	285052.19999999995	no
27	290012.2	no
28	301986.8	no
29	289779.19999999995	no
30	289779.19999999995	no
31	309141.6	no
32	309141.6	no
33	331612.6	no
34	244431.0	no
35	248484.6	no
36	236678.20000000004	no
37	275409.0	no
38	276861.4	no
39	276861.4	no
40	276861.4	no
41	235067.19999999998	no
42	259999.59999999995	no
43	312263.2	no
44	312263.2	no
45	312263.2	no
46	146675.8	no
47	130304.19999999998	no
48	207954.00000000003	no
49	277104.0	no
50	241559.8	no
51	245083.2	no
52	202112.6	no
53	220707.19999999998	no
54	209570.79999999996	no
55	503337.99999999994	no
56	362086.4	no
57	397773.6	no
58	397773.6	no
59	397773.6	no
60	350007.19999999995	no
61	350007.19999999995	no
62	350007.19999999995	no
63	144525.2	no
64	88889.2	yes
65	88889.2	yes
66	107094.6	no
67	116282.6	no
68	155052.99999999997	no
69	81430.59999999998	yes
70	81430.59999999998	yes
71	149451.4	no
72	149451.4	no
73	119729.0	no
74	119729.0	no
75	119729.0	no
76	131218.8	no
77	385327.0	no
78	428211.8	no
79	503633.0	no
80	266467.0	no
81	321129.8	no
82	321129.8	no
83	354389.0	no
84	365329.60000000003	no
85	368938.0	no
86	378954.4	no
87	346175.00000000006	no
88	346175.00000000006	no
89	346175.00000000006	no
90	237118.2	no
91	248700.59999999992	no
92	339096.79999999993	no
93	339096.79999999993	no
94	252500.2	no
95	352035.8	no
96	352035.8	no
97	435382.79999999993	no
98	275978.0	no
99	203742.2	no
100	203742.2	no
101	203742.2	no
102	203742.2	no
103	66190.4	yes
104	66190.4	yes
105	66190.4	yes
106	66190.4	yes
107	203742.2	no
108	203742.2	no
109	203742.2	no
110	275978.0	no
111	203742.2	no
112	203742.2	no
113	195985.59999999998	no
114	195985.59999999998	no
115	195985.59999999998	no
116	360233.39999999997	no
117	219375.40000000002	no
118	219375.40000000002	no
