Iteration	SSE	Accepted
1	30298.594999999994	yes
2	29846.36750000002	yes
3	29571.11250000001	yes
4	30665.04	no
5	30202.209999999995	no
6	30821.6275	no
7	30007.735000000008	yes
8	29500.324999999997	yes
9	29876.9175	no
10	31363.49000000001	no
11	30267.380000000005	no
12	31526.80499999999	no
13	31635.547500000008	no
14	30839.417500000003	no
15	30639.342500000006	no
16	31015.359999999993	no
17	30828.697500000002	no
18	30513.4125	no
19	30017.664999999997	no
20	31710.500000000007	no
21	29776.355	no
22	30357.28000000001	no
23	30594.232500000002	no
24	30903.225000000002	no
25	29588.397500000014	yes
26	29552.760000000002	yes
27	30151.68500000001	yes
28	29801.77500000001	yes
29	29273.45000000001	yes
30	28982.844999999994	yes
31	29038.722500000007	no
32	29273.275	yes
33	28210.335000000003	yes
34	28387.47250000001	yes
35	28400.485000000008	yes
36	28075.265000000007	yes
37	28677.13500000001	no
38	27999.7275	yes
39	28010.465	yes
40	28819.864999999998	no
41	27997.5875	yes
42	27953.935	yes
43	27645.852499999997	yes
44	29334.57	no
45	29107.144999999997	no
46	27838.805000000008	no
47	29059.255	no
48	28435.042500000014	no
49	30871.02250000001	no
50	29444.19000000001	no
51	28466.209999999995	no
52	29073.740000000005	no
53	28401.4925	no
54	28130.650000000005	no
55	29225.149999999998	yes
56	27993.160000000018	yes
57	28959.307500000003	no
58	28541.670000000006	no
59	28740.51750000001	yes
60	28670.06	yes
61	28486.785000000007	yes
62	35299.677500000005	no
63	28999.44000000001	yes
64	28530.857500000013	yes
65	29198.242499999993	no
66	28295.417500000007	yes
67	28766.5175	no
68	28138.072499999995	yes
69	16702.685000000005	yes
70	20771.12	no
71	14077.982500000006	yes
72	13715.480000000003	yes
73	12327.314999999999	yes
74	12823.505000000005	yes
75	8129.425000000001	yes
76	8081.282499999996	yes
77	8387.684999999998	yes
78	7794.154999999997	yes
79	13670.684999999996	no
80	7645.855000000001	yes
81	9341.315	no
82	8533.589999999998	yes
83	10887.8425	no
84	8992.3675	no
85	6837.699999999999	yes
86	8339.907500000001	no
87	11334.065	no
88	10395.405000000002	no
89	7638.155	yes
90	6961.585000000001	yes
91	6715.327499999999	yes
92	7296.375000000001	no
93	7259.615000000002	no
94	7315.284999999996	no
95	7025.535000000003	no
96	6604.355000000001	yes
97	7106.567500000001	yes
98	7689.604999999999	yes
99	10361.455000000002	no
100	6854.755000000003	yes
101	6796.937499999996	yes
102	6573.752499999999	yes
103	7561.922499999998	yes
104	7574.2875	yes
105	6379.812500000001	yes
106	6940.789999999997	no
107	10354.52	no
108	4614.804999999999	yes
109	9825.67749999999	no
110	4471.142499999999	yes
111	6155.977499999996	no
112	4161.772500000002	yes
113	5188.4524999999985	no
114	3981.0850000000014	yes
115	4709.334999999997	no
116	4291.142499999999	no
117	4822.0949999999975	no
118	5420.892500000001	no
119	12037.357500000004	no
120	5548.185000000002	no
121	4913.524999999999	no
122	6009.169999999996	no
123	9002.622500000001	no
124	4607.112499999997	no
125	4786.037499999998	no
126	4910.199999999998	no
127	4912.790000000001	yes
128	5802.6050000000005	no
129	5235.115	yes
130	5503.324999999999	no
131	5025.71	yes
132	5162.297500000001	yes
133	6680.5525	no
134	4971.587499999998	yes
135	5795.372500000002	no
136	10465.970000000003	no
137	5565.722500000002	no
138	5604.384999999998	no
139	5256.827500000001	no
140	4960.262500000003	yes
141	5415.1950000000015	no
142	4943.490000000002	yes
143	5058.1849999999995	yes
144	4665.327500000001	yes
145	5382.527499999997	yes
146	5172.032499999999	yes
147	5003.087499999999	yes
148	4578.5925	yes
149	4669.177500000001	no
150	5668.015000000001	no
151	4532.4500000000035	yes
152	6383.3125	no
153	5071.827499999998	yes
154	5158.582499999999	yes
155	4811.4325	yes
