time	species	protein	transcript	ribo_density
10	__rnase_site_ext	3.0	0.0	0.0
10	p0	1.0	0.0	0.0
10	protein1	21.0	4.0	2.75
10	protein2	3.0	4.0	3.5
10	protein3	0.0	3.0	0.333333
10	rnapol	0.0	0.0	0.0
11	__protein1_rbs	3.0	0.0	0.0
11	__protein2_rbs	3.0	0.0	0.0
11	__protein3_rbs	1.0	0.0	0.0
11	__ribosome	74.0	0.0	0.0
11	__rnase_site_ext	4.0	0.0	0.0
11	p0	1.0	0.0	0.0
11	protein1	24.0	4.0	2.25
11	protein2	7.0	4.0	3.0
11	protein3	0.0	4.0	1.25
11	rnapol	0.0	0.0	0.0
12	__protein1_rbs	1.0	0.0	0.0
12	__protein2_rbs	1.0	0.0	0.0
12	__protein3_rbs	3.0	0.0	0.0
12	__ribosome	70.0	0.0	0.0
12	__rnase_site_ext	2.0	0.0	0.0
12	p0	1.0	0.0	0.0
12	protein1	27.0	4.0	2.75
12	protein2	11.0	4.0	3.0
12	protein3	0.0	4.0	1.75
12	rnapol	0.0	0.0	0.0
13	__protein1_rbs	3.0	0.0	0.0
13	__protein2_rbs	2.0	0.0	0.0
13	__protein3_rbs	3.0	0.0	0.0
13	__ribosome	71.0	0.0	0.0
13	__rnase_site_ext	4.0	0.0	0.0
13	p0	1.0	0.0	0.0
13	protein1	31.0	4.0	2.0
13	protein2	14.0	4.0	2.75
13	protein3	0.0	4.0	2.5
13	rnapol	1.0	0.0	0.0
14	__protein1_rbs	3.0	0.0	0.0
14	__protein2_rbs	2.0	0.0	0.0
14	__protein3_rbs	1.0	0.0	0.0
14	__ribosome	64.0	0.0	0.0
14	__rnase_site_ext	4.0	0.0	0.0
14	p0	1.0	0.0	0.0
14	protein1	33.0	6.0	1.5
14	protein2	15.0	4.0	3.25
14	protein3	0.0	4.0	3.5
14	rnapol	2.0	0.0	0.0
15	__protein1_rbs	5.0	0.0	0.0
15	__protein2_rbs	2.0	0.0	0.0
15	__protein3_rbs	3.0	0.0	0.0
15	__ribosome	61.0	0.0	0.0
15	__rnase_site_ext	7.0	0.0	0.0
15	p0	1.0	0.0	0.0
15	protein1	36.0	6.0	1.666667
15	protein2	18.0	4.0	3.5
15	protein3	1.0	4.0	3.75
15	rnapol	1.0	0.0	0.0
16	__protein1_rbs	7.0	0.0	0.0
16	__protein2_rbs	2.0	0.0	0.0
16	__protein3_rbs	2.0	0.0	0.0
16	__ribosome	61.0	0.0	0.0
16	__rnase_site_ext	8.0	0.0	0.0
16	p0	1.0	0.0	0.0
16	protein1	38.0	7.0	1.5714290000000002
16	protein2	21.0	4.0	3.75
16	protein3	6.0	4.0	3.25
16	rnapol	0.0	0.0	0.0
17	__protein1_rbs	4.0	0.0	0.0
17	__protein2_rbs	4.0	0.0	0.0
17	__protein3_rbs	3.0	0.0	0.0
17	__ribosome	58.0	0.0	0.0
17	__rnase_site_ext	4.0	0.0	0.0
17	p0	1.0	0.0	0.0
17	protein1	41.0	8.0	1.875
17	protein2	24.0	5.0	3.0
17	protein3	10.0	4.0	3.0
17	rnapol	0.0	0.0	0.0
18	__protein1_rbs	5.0	0.0	0.0
18	__protein2_rbs	5.0	0.0	0.0
18	__protein3_rbs	4.0	0.0	0.0
18	__ribosome	59.0	0.0	0.0
18	__rnase_site_ext	6.0	0.0	0.0
18	p0	1.0	0.0	0.0
18	protein1	45.0	8.0	2.0
18	protein2	27.0	6.0	2.5
18	protein3	13.0	4.0	2.5
18	rnapol	0.0	0.0	0.0
19	__protein1_rbs	6.0	0.0	0.0
19	__protein2_rbs	4.0	0.0	0.0
19	__protein3_rbs	4.0	0.0	0.0
19	__ribosome	55.0	0.0	0.0
19	__rnase_site_ext	7.0	0.0	0.0
19	p0	1.0	0.0	0.0
19	protein1	48.0	8.0	2.125
19	protein2	30.0	7.0	2.857143
19	protein3	16.0	4.0	2.0
19	rnapol	0.0	0.0	0.0
20	__protein1_rbs	6.0	0.0	0.0
20	__protein2_rbs	5.0	0.0	0.0
20	__protein3_rbs	4.0	0.0	0.0
20	__ribosome	52.0	0.0	0.0
20	__rnase_site_ext	6.0	0.0	0.0
20	p0	1.0	0.0	0.0
20	protein1	54.0	8.0	2.25
20	protein2	35.0	8.0	2.625
20	protein3	18.0	4.0	2.25
20	rnapol	0.0	0.0	0.0
21	__protein1_rbs	6.0	0.0	0.0
21	__protein2_rbs	5.0	0.0	0.0
21	__protein3_rbs	3.0	0.0	0.0
21	__ribosome	45.0	0.0	0.0
21	__rnase_site_ext	7.0	0.0	0.0
21	p0	1.0	0.0	0.0
21	protein1	59.0	8.0	2.375
21	protein2	38.0	8.0	3.25
21	protein3	21.0	5.0	2.0
21	rnapol	0.0	0.0	0.0
22	__protein1_rbs	4.0	0.0	0.0
22	__protein2_rbs	3.0	0.0	0.0
22	__protein3_rbs	3.0	0.0	0.0
22	__ribosome	39.0	0.0	0.0
22	__rnase_site_ext	5.0	0.0	0.0
22	p0	1.0	0.0	0.0
22	protein1	64.0	8.0	2.625
22	protein2	41.0	8.0	3.625
22	protein3	23.0	6.0	1.833333
22	rnapol	0.0	0.0	0.0
23	__protein1_rbs	5.0	0.0	0.0
23	__protein2_rbs	5.0	0.0	0.0
23	__protein3_rbs	5.0	0.0	0.0
23	__ribosome	38.0	0.0	0.0
23	__rnase_site_ext	7.0	0.0	0.0
23	p0	1.0	0.0	0.0
23	protein1	69.0	8.0	2.375
23	protein2	46.0	8.0	3.5
23	protein3	24.0	7.0	2.142857
23	rnapol	0.0	0.0	0.0
24	__protein1_rbs	7.0	0.0	0.0
24	__protein2_rbs	7.0	0.0	0.0
24	__protein3_rbs	6.0	0.0	0.0
24	__ribosome	46.0	0.0	0.0
24	__rnase_site_ext	7.0	0.0	0.0
24	p0	0.0	0.0	0.0
24	protein1	75.0	8.0	2.125
24	protein2	56.0	8.0	2.375
24	protein3	27.0	8.0	2.25
24	rnapol	0.0	0.0	0.0
25	__protein1_rbs	5.0	0.0	0.0
25	__protein2_rbs	6.0	0.0	0.0
25	__protein3_rbs	6.0	0.0	0.0
25	__ribosome	42.0	0.0	0.0
25	__rnase_site_ext	7.0	0.0	0.0
25	p0	1.0	0.0	0.0
25	protein1	81.0	9.0	1.888889
25	protein2	60.0	8.0	2.625
25	protein3	29.0	8.0	2.5
25	rnapol	1.0	0.0	0.0
26	__protein1_rbs	7.0	0.0	0.0
26	__protein2_rbs	5.0	0.0	0.0
26	__protein3_rbs	6.0	0.0	0.0
26	__ribosome	41.0	0.0	0.0
26	__rnase_site_ext	8.0	0.0	0.0
26	p0	1.0	0.0	0.0
26	protein1	87.0	9.0	2.111111
26	protein2	67.0	8.0	2.5
26	protein3	33.0	8.0	2.5
26	rnapol	1.0	0.0	0.0
27	__protein1_rbs	7.0	0.0	0.0
27	__protein2_rbs	5.0	0.0	0.0
27	__protein3_rbs	8.0	0.0	0.0
27	__ribosome	39.0	0.0	0.0
27	__rnase_site_ext	8.0	0.0	0.0
27	p0	1.0	0.0	0.0
27	protein1	89.0	11.0	2.272727
27	protein2	73.0	8.0	2.5
27	protein3	39.0	8.0	2.0
27	rnapol	1.0	0.0	0.0
28	__protein1_rbs	8.0	0.0	0.0
28	__protein2_rbs	8.0	0.0	0.0
28	__protein3_rbs	6.0	0.0	0.0
28	__ribosome	37.0	0.0	0.0
28	__rnase_site_ext	9.0	0.0	0.0
28	p0	1.0	0.0	0.0
28	protein1	95.0	12.0	2.166667
28	protein2	75.0	9.0	2.222222
28	protein3	43.0	8.0	2.125
28	rnapol	0.0	0.0	0.0
29	__protein1_rbs	9.0	0.0	0.0
29	__protein2_rbs	7.0	0.0	0.0
29	__protein3_rbs	5.0	0.0	0.0
29	__ribosome	39.0	0.0	0.0
29	__rnase_site_ext	10.0	0.0	0.0
29	p0	1.0	0.0	0.0
29	protein1	103.0	12.0	2.0
29	protein2	82.0	9.0	2.111111
29	protein3	47.0	8.0	2.25
29	rnapol	0.0	0.0	0.0
30	__protein1_rbs	8.0	0.0	0.0
30	__protein2_rbs	7.0	0.0	0.0
30	__protein3_rbs	4.0	0.0	0.0
30	__ribosome	33.0	0.0	0.0
30	__rnase_site_ext	8.0	0.0	0.0
30	p0	1.0	0.0	0.0
30	protein1	110.0	12.0	2.0
30	protein2	86.0	11.0	2.181818
30	protein3	51.0	8.0	2.375
30	rnapol	0.0	0.0	0.0
31	__protein1_rbs	6.0	0.0	0.0
31	__protein2_rbs	10.0	0.0	0.0
31	__protein3_rbs	6.0	0.0	0.0
31	__ribosome	31.0	0.0	0.0
31	__rnase_site_ext	9.0	0.0	0.0
31	p0	1.0	0.0	0.0
31	protein1	118.0	12.0	2.083333
31	protein2	90.0	12.0	2.166667
31	protein3	54.0	8.0	2.25
31	rnapol	0.0	0.0	0.0
32	__protein1_rbs	9.0	0.0	0.0
32	__protein2_rbs	8.0	0.0	0.0
32	__protein3_rbs	7.0	0.0	0.0
32	__ribosome	29.0	0.0	0.0
32	__rnase_site_ext	9.0	0.0	0.0
32	p0	1.0	0.0	0.0
32	protein1	124.0	12.0	2.083333
32	protein2	94.0	12.0	2.416667
32	protein3	60.0	9.0	1.888889
32	rnapol	0.0	0.0	0.0
33	__protein1_rbs	9.0	0.0	0.0
33	__protein2_rbs	8.0	0.0	0.0
33	__protein3_rbs	7.0	0.0	0.0
33	__ribosome	26.0	0.0	0.0
33	__rnase_site_ext	10.0	0.0	0.0
33	p0	1.0	0.0	0.0
33	protein1	131.0	12.0	1.916667
33	protein2	100.0	12.0	2.5
33	protein3	62.0	9.0	2.333333
33	rnapol	0.0	0.0	0.0
34	__protein1_rbs	11.0	0.0	0.0
34	__protein2_rbs	9.0	0.0	0.0
34	__protein3_rbs	6.0	0.0	0.0
34	__ribosome	34.0	0.0	0.0
34	__rnase_site_ext	11.0	0.0	0.0
34	p0	1.0	0.0	0.0
34	protein1	139.0	12.0	1.666667
34	protein2	109.0	12.0	2.083333
34	protein3	67.0	10.0	2.1
34	rnapol	0.0	0.0	0.0
35	__protein1_rbs	9.0	0.0	0.0
35	__protein2_rbs	8.0	0.0	0.0
35	__protein3_rbs	9.0	0.0	0.0
35	__ribosome	31.0	0.0	0.0
35	__rnase_site_ext	11.0	0.0	0.0
35	p0	1.0	0.0	0.0
35	protein1	146.0	12.0	1.666667
35	protein2	114.0	12.0	2.166667
35	protein3	71.0	12.0	1.916667
35	rnapol	0.0	0.0	0.0
36	__protein1_rbs	8.0	0.0	0.0
36	__protein2_rbs	7.0	0.0	0.0
36	__protein3_rbs	11.0	0.0	0.0
36	__ribosome	31.0	0.0	0.0
36	__rnase_site_ext	10.0	0.0	0.0
36	p0	1.0	0.0	0.0
36	protein1	152.0	13.0	1.538462
36	protein2	121.0	12.0	2.083333
36	protein3	74.0	12.0	2.0
36	rnapol	0.0	0.0	0.0
37	__protein1_rbs	6.0	0.0	0.0
37	__protein2_rbs	11.0	0.0	0.0
37	__protein3_rbs	9.0	0.0	0.0
37	__ribosome	32.0	0.0	0.0
37	__rnase_site_ext	9.0	0.0	0.0
37	p0	1.0	0.0	0.0
37	protein1	159.0	13.0	1.7692310000000002
37	protein2	128.0	12.0	1.833333
37	protein3	82.0	12.0	1.916667
37	rnapol	1.0	0.0	0.0
38	__protein1_rbs	11.0	0.0	0.0
38	__protein2_rbs	9.0	0.0	0.0
38	__protein3_rbs	7.0	0.0	0.0
38	__ribosome	28.0	0.0	0.0
38	__rnase_site_ext	12.0	0.0	0.0
38	p0	1.0	0.0	0.0
38	protein1	163.0	14.0	1.785714
38	protein2	134.0	12.0	1.583333
38	protein3	85.0	12.0	2.333333
38	rnapol	1.0	0.0	0.0
39	__protein1_rbs	14.0	0.0	0.0
39	__protein2_rbs	11.0	0.0	0.0
39	__protein3_rbs	10.0	0.0	0.0
39	__ribosome	30.0	0.0	0.0
39	__rnase_site_ext	14.0	0.0	0.0
39	p0	0.0	0.0	0.0
39	protein1	171.0	15.0	1.466667
39	protein2	138.0	13.0	1.692308
39	protein3	91.0	12.0	2.166667
39	rnapol	0.0	0.0	0.0
40	__protein1_rbs	12.0	0.0	0.0
40	__protein2_rbs	8.0	0.0	0.0
40	__protein3_rbs	9.0	0.0	0.0
40	__ribosome	28.0	0.0	0.0
40	__rnase_site_ext	12.0	0.0	0.0
40	p0	1.0	0.0	0.0
40	protein1	176.0	16.0	1.5
40	protein2	145.0	13.0	1.692308
40	protein3	97.0	12.0	2.166667
40	rnapol	0.0	0.0	0.0
41	__protein1_rbs	12.0	0.0	0.0
41	__protein2_rbs	9.0	0.0	0.0
41	__protein3_rbs	7.0	0.0	0.0
41	__ribosome	26.0	0.0	0.0
41	__rnase_site_ext	13.0	0.0	0.0
41	p0	1.0	0.0	0.0
41	protein1	187.0	16.0	1.25
41	protein2	149.0	14.0	1.857143
41	protein3	103.0	12.0	2.333333
41	rnapol	0.0	0.0	0.0
42	__protein1_rbs	11.0	0.0	0.0
42	__protein2_rbs	12.0	0.0	0.0
42	__protein3_rbs	9.0	0.0	0.0
42	__ribosome	23.0	0.0	0.0
42	__rnase_site_ext	11.0	0.0	0.0
42	p0	1.0	0.0	0.0
42	protein1	192.0	15.0	1.533333
42	protein2	152.0	14.0	2.0
42	protein3	109.0	12.0	2.166667
42	rnapol	0.0	0.0	0.0
43	__protein1_rbs	13.0	0.0	0.0
43	__protein2_rbs	11.0	0.0	0.0
43	__protein3_rbs	8.0	0.0	0.0
43	__ribosome	20.0	0.0	0.0
43	__rnase_site_ext	13.0	0.0	0.0
43	p0	1.0	0.0	0.0
43	protein1	196.0	15.0	1.533333
43	protein2	160.0	16.0	2.0
43	protein3	116.0	13.0	1.923077
43	rnapol	0.0	0.0	0.0
44	__protein1_rbs	14.0	0.0	0.0
44	__protein2_rbs	12.0	0.0	0.0
44	__protein3_rbs	11.0	0.0	0.0
44	__ribosome	21.0	0.0	0.0
44	__rnase_site_ext	15.0	0.0	0.0
44	p0	1.0	0.0	0.0
44	protein1	203.0	15.0	1.4
44	protein2	165.0	16.0	2.0625
44	protein3	120.0	13.0	1.923077
44	rnapol	0.0	0.0	0.0
45	__protein1_rbs	11.0	0.0	0.0
45	__protein2_rbs	12.0	0.0	0.0
45	__protein3_rbs	9.0	0.0	0.0
45	__ribosome	26.0	0.0	0.0
45	__rnase_site_ext	12.0	0.0	0.0
45	p0	1.0	0.0	0.0
45	protein1	212.0	15.0	1.2
45	protein2	173.0	16.0	2.0
45	protein3	126.0	14.0	1.714286
45	rnapol	0.0	0.0	0.0
46	__protein1_rbs	13.0	0.0	0.0
46	__protein2_rbs	12.0	0.0	0.0
46	__protein3_rbs	11.0	0.0	0.0
46	__ribosome	28.0	0.0	0.0
46	__rnase_site_ext	15.0	0.0	0.0
46	p0	1.0	0.0	0.0
46	protein1	218.0	15.0	1.133333
46	protein2	182.0	16.0	1.9375
46	protein3	133.0	15.0	1.6
46	rnapol	1.0	0.0	0.0
47	__protein1_rbs	11.0	0.0	0.0
47	__protein2_rbs	13.0	0.0	0.0
47	__protein3_rbs	16.0	0.0	0.0
47	__ribosome	30.0	0.0	0.0
47	__rnase_site_ext	13.0	0.0	0.0
47	p0	1.0	0.0	0.0
47	protein1	224.0	16.0	1.1875
47	protein2	190.0	16.0	1.8125
47	protein3	137.0	16.0	1.375
47	rnapol	0.0	0.0	0.0
48	__protein1_rbs	11.0	0.0	0.0
48	__protein2_rbs	12.0	0.0	0.0
48	__protein3_rbs	13.0	0.0	0.0
48	__ribosome	23.0	0.0	0.0
48	__rnase_site_ext	11.0	0.0	0.0
48	p0	0.0	0.0	0.0
48	protein1	228.0	16.0	1.5625
48	protein2	197.0	15.0	2.0
48	protein3	143.0	16.0	1.375
48	rnapol	0.0	0.0	0.0
49	__protein1_rbs	11.0	0.0	0.0
49	__protein2_rbs	12.0	0.0	0.0
49	__protein3_rbs	15.0	0.0	0.0
49	__ribosome	19.0	0.0	0.0
49	__rnase_site_ext	13.0	0.0	0.0
49	p0	0.0	0.0	0.0
49	protein1	234.0	17.0	1.529412
49	protein2	204.0	15.0	2.066667
49	protein3	147.0	16.0	1.5
49	rnapol	0.0	0.0	0.0
50	__protein1_rbs	14.0	0.0	0.0
50	__protein2_rbs	12.0	0.0	0.0
50	__protein3_rbs	14.0	0.0	0.0
50	__ribosome	26.0	0.0	0.0
50	__rnase_site_ext	16.0	0.0	0.0
50	p0	0.0	0.0	0.0
50	protein1	240.0	18.0	1.333333
50	protein2	211.0	16.0	1.9375
50	protein3	156.0	16.0	1.1875
50	rnapol	0.0	0.0	0.0
51	__protein1_rbs	13.0	0.0	0.0
51	__protein2_rbs	14.0	0.0	0.0
51	__protein3_rbs	14.0	0.0	0.0
51	__ribosome	24.0	0.0	0.0
51	__rnase_site_ext	13.0	0.0	0.0
51	p0	1.0	0.0	0.0
51	protein1	248.0	19.0	1.368421
51	protein2	218.0	16.0	1.75
51	protein3	159.0	16.0	1.375
51	rnapol	0.0	0.0	0.0
52	__protein1_rbs	15.0	0.0	0.0
52	__protein2_rbs	14.0	0.0	0.0
52	__protein3_rbs	13.0	0.0	0.0
52	__ribosome	27.0	0.0	0.0
52	__rnase_site_ext	16.0	0.0	0.0
52	p0	1.0	0.0	0.0
52	protein1	256.0	19.0	1.157895
52	protein2	227.0	17.0	1.411765
52	protein3	161.0	16.0	1.6875
52	rnapol	0.0	0.0	0.0
53	__protein1_rbs	12.0	0.0	0.0
53	__protein2_rbs	15.0	0.0	0.0
53	__protein3_rbs	13.0	0.0	0.0
53	__ribosome	23.0	0.0	0.0
53	__rnase_site_ext	13.0	0.0	0.0
53	p0	1.0	0.0	0.0
53	protein1	262.0	18.0	1.555556
53	protein2	232.0	18.0	1.388889
53	protein3	171.0	16.0	1.5
53	rnapol	0.0	0.0	0.0
54	__protein1_rbs	16.0	0.0	0.0
54	__protein2_rbs	13.0	0.0	0.0
54	__protein3_rbs	14.0	0.0	0.0
54	__ribosome	21.0	0.0	0.0
54	__rnase_site_ext	16.0	0.0	0.0
54	p0	1.0	0.0	0.0
54	protein1	270.0	18.0	1.444444
54	protein2	240.0	19.0	1.421053
54	protein3	173.0	16.0	1.625
54	rnapol	0.0	0.0	0.0
55	__protein1_rbs	13.0	0.0	0.0
55	__protein2_rbs	17.0	0.0	0.0
55	__protein3_rbs	12.0	0.0	0.0
55	__ribosome	24.0	0.0	0.0
55	__rnase_site_ext	16.0	0.0	0.0
55	p0	1.0	0.0	0.0
55	protein1	275.0	17.0	1.529412
55	protein2	245.0	19.0	1.368421
55	protein3	181.0	16.0	1.5
55	rnapol	0.0	0.0	0.0
56	__protein1_rbs	12.0	0.0	0.0
56	__protein2_rbs	15.0	0.0	0.0
56	__protein3_rbs	12.0	0.0	0.0
56	__ribosome	19.0	0.0	0.0
56	__rnase_site_ext	12.0	0.0	0.0
56	p0	1.0	0.0	0.0
56	protein1	286.0	15.0	1.533333
56	protein2	248.0	19.0	1.684211
56	protein3	186.0	17.0	1.529412
56	rnapol	0.0	0.0	0.0
57	__protein1_rbs	11.0	0.0	0.0
57	__protein2_rbs	13.0	0.0	0.0
57	__protein3_rbs	16.0	0.0	0.0
57	__ribosome	20.0	0.0	0.0
57	__rnase_site_ext	12.0	0.0	0.0
57	p0	1.0	0.0	0.0
57	protein1	295.0	15.0	1.333333
57	protein2	254.0	19.0	1.842105
57	protein3	192.0	17.0	1.470588
57	rnapol	0.0	0.0	0.0
58	__protein1_rbs	14.0	0.0	0.0
58	__protein2_rbs	16.0	0.0	0.0
58	__protein3_rbs	18.0	0.0	0.0
58	__ribosome	24.0	0.0	0.0
58	__rnase_site_ext	14.0	0.0	0.0
58	p0	1.0	0.0	0.0
58	protein1	300.0	15.0	1.266667
58	protein2	265.0	19.0	1.631579
58	protein3	199.0	19.0	1.368421
58	rnapol	0.0	0.0	0.0
59	__protein1_rbs	14.0	0.0	0.0
59	__protein2_rbs	16.0	0.0	0.0
59	__protein3_rbs	18.0	0.0	0.0
59	__ribosome	20.0	0.0	0.0
59	__rnase_site_ext	15.0	0.0	0.0
59	p0	1.0	0.0	0.0
59	protein1	307.0	16.0	1.125
59	protein2	271.0	18.0	1.666667
59	protein3	201.0	19.0	1.684211
59	rnapol	0.0	0.0	0.0
60	__protein1_rbs	13.0	0.0	0.0
60	__protein2_rbs	14.0	0.0	0.0
60	__protein3_rbs	16.0	0.0	0.0
60	__ribosome	22.0	0.0	0.0
60	__rnase_site_ext	15.0	0.0	0.0
60	p0	1.0	0.0	0.0
60	protein1	314.0	17.0	1.0
60	protein2	277.0	18.0	1.611111
60	protein3	208.0	19.0	1.684211
60	rnapol	0.0	0.0	0.0
61	__protein1_rbs	14.0	0.0	0.0
61	__protein2_rbs	14.0	0.0	0.0
61	__protein3_rbs	16.0	0.0	0.0
61	__ribosome	28.0	0.0	0.0
61	__rnase_site_ext	14.0	0.0	0.0
61	p0	0.0	0.0	0.0
61	protein1	319.0	16.0	1.0625
61	protein2	287.0	17.0	1.411765
61	protein3	215.0	19.0	1.631579
61	rnapol	0.0	0.0	0.0
62	__protein1_rbs	14.0	0.0	0.0
62	__protein2_rbs	13.0	0.0	0.0
62	__protein3_rbs	16.0	0.0	0.0
62	__ribosome	24.0	0.0	0.0
62	__rnase_site_ext	16.0	0.0	0.0
62	p0	1.0	0.0	0.0
62	protein1	322.0	18.0	1.166667
62	protein2	294.0	17.0	1.470588
62	protein3	225.0	19.0	1.578947
62	rnapol	0.0	0.0	0.0
63	__protein1_rbs	16.0	0.0	0.0
63	__protein2_rbs	12.0	0.0	0.0
63	__protein3_rbs	15.0	0.0	0.0
63	__ribosome	21.0	0.0	0.0
63	__rnase_site_ext	17.0	0.0	0.0
63	p0	1.0	0.0	0.0
63	protein1	329.0	18.0	1.166667
63	protein2	300.0	16.0	1.6875
63	protein3	231.0	19.0	1.631579
63	rnapol	0.0	0.0	0.0
64	__protein1_rbs	14.0	0.0	0.0
64	__protein2_rbs	14.0	0.0	0.0
64	__protein3_rbs	16.0	0.0	0.0
64	__ribosome	19.0	0.0	0.0
64	__rnase_site_ext	16.0	0.0	0.0
64	p0	1.0	0.0	0.0
64	protein1	336.0	18.0	1.222222
64	protein2	303.0	17.0	1.647059
64	protein3	238.0	19.0	1.631579
64	rnapol	0.0	0.0	0.0
65	__protein1_rbs	15.0	0.0	0.0
65	__protein2_rbs	17.0	0.0	0.0
65	__protein3_rbs	16.0	0.0	0.0
65	__ribosome	18.0	0.0	0.0
65	__rnase_site_ext	16.0	0.0	0.0
65	p0	1.0	0.0	0.0
65	protein1	341.0	18.0	1.333333
65	protein2	310.0	19.0	1.315789
65	protein3	244.0	19.0	1.7368419999999998
65	rnapol	0.0	0.0	0.0
66	__protein1_rbs	13.0	0.0	0.0
66	__protein2_rbs	14.0	0.0	0.0
66	__protein3_rbs	15.0	0.0	0.0
66	__ribosome	19.0	0.0	0.0
66	__rnase_site_ext	14.0	0.0	0.0
66	p0	1.0	0.0	0.0
66	protein1	347.0	18.0	1.333333
66	protein2	318.0	18.0	1.277778
66	protein3	252.0	20.0	1.7
66	rnapol	0.0	0.0	0.0
67	__protein1_rbs	12.0	0.0	0.0
67	__protein2_rbs	14.0	0.0	0.0
67	__protein3_rbs	16.0	0.0	0.0
67	__ribosome	22.0	0.0	0.0
67	__rnase_site_ext	13.0	0.0	0.0
67	p0	1.0	0.0	0.0
67	protein1	355.0	18.0	1.333333
67	protein2	325.0	18.0	1.222222
67	protein3	260.0	19.0	1.684211
67	rnapol	0.0	0.0	0.0
68	__protein1_rbs	14.0	0.0	0.0
68	__protein2_rbs	15.0	0.0	0.0
68	__protein3_rbs	18.0	0.0	0.0
68	__ribosome	18.0	0.0	0.0
68	__rnase_site_ext	15.0	0.0	0.0
68	p0	1.0	0.0	0.0
68	protein1	364.0	18.0	1.333333
68	protein2	329.0	18.0	1.388889
68	protein3	265.0	20.0	1.65
68	rnapol	0.0	0.0	0.0
69	__protein1_rbs	14.0	0.0	0.0
69	__protein2_rbs	15.0	0.0	0.0
69	__protein3_rbs	18.0	0.0	0.0
69	__ribosome	21.0	0.0	0.0
69	__rnase_site_ext	15.0	0.0	0.0
