Iteration	Sum_of_Squares	Accepted
1	115440.55000000002	yes
2	115440.55000000002	yes
3	115440.55000000002	yes
4	115440.55000000002	yes
5	115440.55000000002	yes
6	115440.55000000002	yes
7	115440.55000000002	yes
8	115440.55000000002	yes
9	115440.55000000002	yes
10	296314.75	no
11	296314.75	no
12	296314.75	no
13	251187.35	no
14	251187.35	no
15	251187.35	no
16	296314.75	no
17	296314.75	no
18	296314.75	no
19	115440.55000000002	yes
20	149361.35	no
21	127088.55	no
22	216954.95	no
23	216954.95	no
24	216954.95	no
25	351804.55000000005	no
26	409941.15	no
27	403315.35000000003	no
28	394245.75	no
29	394245.75	no
30	394245.75	no
31	401330.35000000003	no
32	402095.55	no
33	411366.55000000005	no
34	376054.95	no
35	259981.35000000003	no
36	268119.75	no
37	300374.35	no
38	300374.35	no
39	300374.35	no
40	212400.55	no
41	175021.55	no
42	175021.55	no
43	324103.14999999997	no
44	273021.75	no
45	176787.14999999997	no
46	176787.14999999997	no
47	176787.14999999997	no
48	176787.14999999997	no
49	176787.14999999997	no
50	207361.95	no
51	250701.15	no
52	260243.34999999998	no
53	260243.34999999998	no
54	230305.75	no
55	230305.75	no
56	208861.75000000003	no
57	208861.75000000003	no
58	361511.35000000003	no
59	403743.35	no
60	362509.15	no
61	261674.95	no
62	234637.95	no
63	234637.95	no
64	275420.55000000005	no
65	163508.95	no
66	115791.15000000001	no
67	115791.15000000001	no
68	142180.55000000005	no
69	158571.55000000002	no
70	218581.15000000002	no
71	218581.15000000002	no
72	218581.15000000002	no
73	148056.15000000002	no
74	296878.15	no
75	276887.15	no
76	293044.15	no
77	318599.75	no
78	517181.95	no
79	517181.95	no
80	410077.75	no
81	410077.75	no
82	413582.55	no
83	425841.75000000006	no
84	347561.15	no
85	347561.15	no
86	309085.75	no
87	286218.15	no
88	286218.15	no
89	286218.15	no
90	322668.35	no
91	322668.35	no
92	282219.35000000003	no
93	242343.55000000002	no
94	360850.35	no
95	330172.55	no
96	338099.35	no
97	351621.55	no
98	331465.35000000003	no
99	325821.75	no
100	291930.14999999997	no
101	291930.14999999997	no
102	291930.14999999997	no
103	331282.55	no
104	261629.35	no
105	285585.55000000005	no
106	286634.95	no
107	286634.95	no
108	286634.95	no
109	286634.95	no
110	287493.94999999995	no
111	281280.35000000003	no
112	194167.94999999998	no
113	194167.94999999998	no
114	158610.95	no
115	158610.95	no
116	183277.94999999998	no
117	152631.94999999998	no
118	160547.35	no
119	160547.35	no
120	160547.35	no
121	160547.35	no
122	160547.35	no
123	241300.75000000003	no
124	258037.35000000003	no
125	258037.35000000003	no
126	204447.95	no
127	223152.15	no
128	223152.15	no
129	248217.55	no
130	384105.75	no
131	347087.75	no
132	240295.75000000006	no
133	287971.75	no
134	254890.34999999998	no
135	184236.35	no
136	254890.34999999998	no
137	256308.15	no
138	336502.35000000003	no
139	336502.35000000003	no
140	311295.95	no
141	311295.95	no
142	292954.55	no
143	251970.55000000002	no
144	290687.15	no
145	320683.95	no
146	371150.55000000005	no
147	402055.95	no
148	379312.35	no
149	501776.94999999995	no
150	501776.94999999995	no
151	561818.3500000001	no
152	561818.3500000001	no
153	501776.94999999995	no
154	298039.55000000005	no
155	382677.15	no
156	372551.15	no
157	346610.55000000005	no
158	250229.95000000004	no
159	250229.95000000004	no
160	250229.95000000004	no
161	155225.55000000002	no
162	149422.34999999998	no
163	134958.15	no
164	134958.15	no
165	134492.15	no
166	353969.35	no
167	353969.35	no
168	233532.15	no
169	315421.95	no
170	192444.95	no
171	192444.95	no
172	167181.55000000002	no
173	160154.15	no
174	223365.95	no
175	197954.95	no
176	197954.95	no
177	159154.94999999998	no
178	160154.15	no
179	160154.15	no
180	230659.75000000003	no
181	230659.75000000003	no
182	236878.95	no
183	236878.95	no
184	265623.75	no
185	125096.94999999998	no
186	211323.95	no
187	161339.35	no
188	196315.55000000002	no
189	237814.15000000002	no
190	215426.15000000002	no
191	215426.15000000002	no
192	171982.75	no
193	211221.95	no
194	211221.95	no
195	275013.15	no
196	388192.14999999997	no
197	415274.35	no
198	346949.95	no
199	418754.94999999995	no
200	371413.75	no
201	374740.55	no
202	417211.1499999999	no
203	426263.55	no
204	410811.75	no
205	386638.95	no
206	372504.55000000005	no
207	393033.95	no
208	399112.15	no
209	431666.35	no
210	431666.35	no
211	431666.35	no
212	415738.3500000001	no
213	415738.3500000001	no
214	463712.55000000005	no
215	366513.35	no
216	366513.35	no
217	391549.15	no
218	439629.54999999993	no
219	388161.95	no
220	240104.95	no
221	240104.95	no
222	220545.55000000002	no
223	145367.75	no
224	145367.75	no
225	145367.75	no
226	145367.75	no
227	258428.35	no
228	258428.35	no
229	290462.95	no
230	322594.55	no
231	275395.35	no
232	299572.15	no
233	264546.75	no
234	334164.55000000005	no
235	313236.75	no
236	285527.15	no
237	285527.15	no
238	308565.35000000003	no
239	285527.15	no
240	285527.15	no
241	285527.15	no
242	310751.55	no
243	296464.35	no
244	303641.15	no
245	303641.15	no
246	303641.15	no
247	324535.75	no
248	318610.75	no
249	424526.14999999997	no
250	303443.35000000003	no
251	303443.35000000003	no
252	402265.15	no
253	445246.54999999993	no
254	468579.54999999993	no
255	370468.55	no
256	370468.55	no
257	394333.75	no
258	349700.14999999997	no
259	349700.14999999997	no
260	420873.74999999994	no
261	462012.14999999997	no
262	462012.14999999997	no
263	462012.14999999997	no
264	445183.95	no
265	499294.55000000005	no
266	499294.55000000005	no
267	440416.95000000007	no
268	502287.14999999997	no
269	462963.95	no
270	503130.74999999994	no
271	503130.74999999994	no
272	450273.95	no
273	461825.75000000006	no
274	461825.75000000006	no
275	421556.14999999997	no
276	486344.74999999994	no
277	477137.95	no
278	419734.74999999994	no
279	419734.74999999994	no
280	419734.74999999994	no
281	419734.74999999994	no
282	382480.35	no
283	281290.95	no
284	172872.15000000002	no
285	172872.15000000002	no
286	139768.95	no
287	139768.95	no
288	223680.55	no
289	116606.95	no
290	116606.95	no
291	116606.95	no
292	116606.95	no
293	116606.95	no
294	366987.95	no
295	372143.55	no
296	372143.55	no
297	460859.55	no
298	479249.55	no
299	479249.55	no
300	321593.94999999995	no
301	253857.75000000003	no
302	310281.15	no
303	263084.75	no
304	287572.94999999995	no
305	314430.55000000005	no
306	314430.55000000005	no
307	310299.95	no
308	310299.95	no
309	310299.95	no
310	304758.15	no
311	351084.35	no
312	290471.55000000005	no
313	314323.75	no
314	323910.15	no
315	267283.95	no
316	267283.95	no
317	247640.75	no
318	247640.75	no
319	247772.15	no
320	247772.15	no
321	247772.15	no
322	247772.15	no
323	247772.15	no
324	322509.15	no
325	322509.15	no
326	379317.35	no
327	320739.55000000005	no
328	320739.55000000005	no
329	305921.55000000005	no
330	314605.15	no
331	314605.15	no
332	338278.35	no
333	338278.35	no
334	338278.35	no
335	338278.35	no
336	338010.35	no
337	338278.35	no
338	338278.35	no
339	298759.75	no
340	298759.75	no
341	213273.15000000002	no
342	213273.15000000002	no
343	197517.75	no
344	197517.75	no
345	226916.15	no
346	244736.75	no
347	244736.75	no
348	314800.35	no
349	234590.15000000002	no
350	234590.15000000002	no
351	234590.15000000002	no
352	188588.94999999998	no
353	260409.35	no
354	260409.35	no
355	268039.75	no
356	280099.75	no
357	346366.55	no
358	263913.15	no
359	222961.75	no
360	131831.94999999998	no
361	108449.35	yes
362	131831.94999999998	no
363	92515.95	yes
364	306025.95	no
365	306025.95	no
366	306025.95	no
367	380358.95000000007	no
368	380358.95000000007	no
369	353190.15	no
370	345165.95	no
371	380905.15	no
372	380905.15	no
373	400830.75	no
374	292410.94999999995	no
375	284358.55	no
376	284358.55	no
