Iteration	SSE	Accepted
1	19155.704999999994	yes
2	19413.344999999998	no
3	19021.685	yes
4	17317.945	yes
5	17084.104999999996	yes
6	16368.865000000002	yes
7	18541.325	no
8	15012.105	yes
9	18696.304999999997	no
10	15290.364999999993	no
11	17591.565	no
12	16781.385	no
13	18455.604999999996	no
14	15182.605	yes
15	14933.10499999999	yes
16	17608.844999999994	no
17	18255.805	no
18	15262.424999999994	no
19	15059.024999999996	yes
20	20689.00500000001	no
21	17840.625	no
22	17345.344999999998	no
23	22396.38500000001	no
24	15555.785000000002	no
25	18275.445	no
26	19722.164999999994	no
27	20340.265000000003	no
28	15573.144999999997	no
29	22533.465	no
30	16462.225	no
31	15571.305	no
32	17269.125	no
33	22849.66500000001	no
34	19965.825	no
35	16015.925	no
36	20302.565000000002	no
37	24408.885000000002	no
38	21025.545000000006	no
39	17153.765	no
40	18055.564999999995	no
41	31955.885000000002	no
42	14765.505000000003	yes
43	16433.005	no
44	20382.325000000004	no
45	14877.345	yes
46	13726.625	yes
47	16645.805	no
48	18564.305	no
49	19187.525	no
50	16479.924999999996	no
51	15382.624999999996	no
52	18516.305	no
53	19525.225000000002	no
54	14820.984999999995	no
55	17382.965	no
56	16321.664999999999	no
57	21401.625	no
58	17107.585	no
59	21173.465	no
60	16093.344999999998	no
61	19347.764999999996	no
62	16240.764999999996	no
63	20712.644999999997	no
64	19032.585000000006	no
65	15152.125	no
66	15213.604999999992	no
67	12020.384999999998	yes
68	12432.265000000001	yes
69	12358.184999999996	yes
70	13000.364999999998	yes
71	11928.984999999999	yes
72	12033.544999999998	yes
73	12351.805000000004	yes
74	12515.384999999995	no
75	13844.505000000008	no
76	13132.765	no
77	12082.124999999998	yes
78	12099.044999999996	yes
79	12595.464999999997	no
80	13831.065000000002	no
81	13095.884999999997	no
82	12420.184999999998	yes
83	12664.804999999998	yes
84	12373.845000000003	yes
85	11864.865	yes
86	12397.925000000003	no
87	12568.645	no
88	12299.765000000003	yes
89	12371.525000000005	no
90	12164.425	yes
91	11927.444999999998	yes
92	11992.405000000002	yes
93	12223.484999999999	yes
94	12306.244999999999	yes
95	12141.105	yes
96	12261.665	yes
97	12178.645	yes
98	12189.945	yes
99	12084.565	yes
100	12346.245000000003	no
101	12399.205000000002	yes
102	12206.105	yes
103	12330.285	yes
104	12202.885	yes
105	12330.904999999999	yes
106	11997.585	yes
107	12672.485	no
108	12882.104999999992	no
109	11893.445	yes
110	12012.805	yes
111	12260.884999999997	no
112	11951.504999999997	yes
113	12556.964999999997	yes
114	12957.445	no
115	15865.504999999997	no
116	12133.545000000004	yes
117	13045.185000000009	no
118	12226.684999999998	yes
119	12178.025000000001	yes
120	12336.185000000005	yes
121	12131.884999999998	yes
122	11973.105	yes
123	12019.765000000003	yes
124	12123.085000000005	yes
125	11254.005	yes
126	13742.324999999999	no
127	12098.404999999997	no
128	12178.384999999998	no
129	11656.384999999998	yes
130	12311.205	no
131	12345.244999999999	yes
132	12590.085	no
133	12380.244999999995	yes
134	13503.605	no
135	12020.964999999997	yes
136	11435.404999999999	yes
137	11900.185	no
138	12406.625	no
139	12353.264999999996	no
140	11367.485	yes
141	12289.985	no
142	12536.185000000001	no
143	18418.805	no
144	11769.645000000004	no
145	12922.005000000001	no
146	12117.504999999997	no
147	12405.465000000006	no
148	12284.845000000007	yes
149	12515.305	no
150	11921.085	yes
151	11336.365000000002	yes
152	12075.845	no
153	12542.445000000002	no
154	12091.185000000001	no
155	12335.525	no
156	12242.825000000003	no
157	12171.184999999998	no
158	11656.924999999996	no
159	13593.345000000005	no
160	11441.645	yes
161	11607.645000000004	yes
162	10804.805000000004	yes
163	11896.164999999999	no
164	12469.765	no
165	10568.364999999998	yes
166	11919.285000000005	no
167	12197.265000000003	no
168	10509.884999999998	yes
169	11357.065000000002	no
170	11741.425000000003	no
171	12452.845000000001	no
172	11870.685000000001	no
173	11964.865000000002	no
174	12361.285000000002	no
175	12023.624999999996	no
176	12077.565000000002	no
177	11914.525000000001	no
178	11510.645	no
179	12038.565	no
180	11982.965	no
181	11364.945	yes
182	12094.085000000003	no
183	12266.105000000003	yes
184	11841.785	yes
185	12338.204999999998	no
186	11906.325000000004	yes
187	12643.824999999999	no
188	11779.985	yes
189	12995.965000000004	no
190	11436.625	yes
191	11407.485	yes
192	11841.005	yes
193	12391.565	no
194	12151.624999999998	yes
195	12058.384999999998	yes
196	11697.765000000001	yes
197	12819.484999999999	no
198	11985.625000000002	no
199	11484.204999999998	yes
200	13280.344999999998	no
201	11499.684999999998	yes
202	11086.045	yes
203	13143.724999999999	no
204	11775.504999999997	no
205	13556.864999999996	no
206	12813.665000000003	no
207	12496.525000000007	no
208	12276.224999999997	no
209	12447.664999999997	no
210	12845.145	no
211	12118.885000000004	yes
212	11482.184999999998	yes
213	11676.824999999997	no
214	12708.564999999997	no
215	12492.785	no
216	11303.385	yes
217	12978.565000000002	no
218	11904.904999999999	no
219	12050.225000000002	no
220	13108.765000000001	no
221	12368.965000000004	no
222	10907.765	yes
223	12031.265000000003	no
224	11739.485	no
225	12632.985000000002	no
226	11930.525000000001	no
227	12536.745000000006	no
228	12941.085000000001	no
229	12294.805000000002	no
230	12089.164999999999	no
231	12484.865000000002	no
232	11189.565000000002	no
233	11255.865000000002	no
234	12517.645	yes
235	12305.105000000001	yes
236	11944.145	yes
237	12296.365000000002	no
238	12489.785000000003	no
239	10973.245	yes
240	12212.785000000003	no
241	12362.825	no
242	11378.585000000003	yes
243	12293.625	no
244	11747.464999999995	yes
245	12600.024999999994	no
246	12260.165	yes
247	12436.665000000003	yes
248	12474.285	yes
249	11344.045000000002	yes
250	11288.945	yes
251	12325.785000000002	no
252	12749.005000000003	no
253	11952.484999999997	yes
254	11504.705	yes
255	11409.065000000002	yes
256	11949.965	no
257	13853.244999999999	yes
258	12043.485	yes
259	12444.645000000002	yes
260	13049.825	yes
261	13307.925000000003	yes
262	12509.285	yes
263	12281.145	yes
264	11636.204999999998	yes
265	12110.465	yes
266	12003.985000000004	yes
267	13565.065000000002	no
268	11968.745000000003	yes
269	12901.84500000001	no
270	12313.245000000004	no
271	11988.825000000004	yes
272	12741.665	no
273	12313.785000000002	no
274	12376.564999999999	yes
275	12852.405000000004	no
276	13711.305	no
277	13763.104999999998	no
278	12927.884999999997	yes
279	12415.605000000005	yes
280	11594.245000000003	yes
281	11544.265000000001	yes
282	11859.245000000003	yes
283	12059.205000000005	yes
284	11757.024999999996	yes
285	12180.345	no
286	12295.465	no
287	11724.525000000005	yes
288	12221.464999999995	no
289	12358.305000000002	no
290	13551.804999999997	no
291	12623.964999999997	no
292	11991.425000000003	no
293	11357.125000000002	yes
294	12009.465000000004	yes
295	12100.684999999998	yes
296	12977.245	no
297	11358.384999999998	yes
298	12639.125000000002	no
299	12498.824999999999	no
300	12317.845000000001	no
301	13575.024999999998	no
302	12044.465	no
303	12718.265000000003	no
304	11771.564999999999	no
305	11879.445	no
306	12926.245000000003	no
307	12244.485	no
308	12496.484999999999	no
309	12086.104999999998	no
310	11524.685000000001	yes
311	12141.405	yes
312	13567.005000000001	no
313	12640.445000000003	no
314	12569.824999999997	no
315	11876.745	yes
316	11869.645	yes
317	11598.884999999998	yes
318	11679.985	no
319	11781.445	yes
320	11837.025000000001	yes
321	12901.905000000002	no
322	13081.744999999997	no
323	12612.285000000003	no
324	12897.324999999997	no
325	12311.685000000001	no
326	13644.304999999997	no
327	11135.864999999998	yes
328	12191.185000000001	no
329	11245.624999999998	yes
330	12432.644999999997	no
331	11745.404999999999	no
332	12028.404999999995	no
333	11874.685000000001	no
334	11846.604999999996	yes
335	12390.365000000002	no
336	12871.024999999998	no
337	12025.665000000003	no
338	11735.624999999996	yes
339	11392.885000000002	yes
340	11321.105000000001	yes
341	11455.004999999997	no
342	10775.384999999998	yes
343	11475.905	no
344	12235.464999999997	no
345	12081.425	no
346	12458.364999999994	no
347	11959.145000000002	no
348	12030.804999999997	no
349	12035.485000000004	yes
350	16053.904999999999	no
351	11673.744999999999	yes
352	11579.365	yes
353	12603.565	no
354	13065.704999999996	no
355	11828.065000000002	yes
356	12362.964999999997	yes
357	12554.164999999997	yes
358	11496.485000000002	yes
359	12230.684999999994	no
360	11931.765000000003	no
361	12121.405000000004	no
362	12186.585	no
363	12387.485000000004	no
364	12055.425	yes
365	11853.904999999999	yes
366	12013.904999999999	yes
367	12384.345000000003	no
368	11326.445000000002	yes
369	12868.264999999998	no
370	11546.984999999999	no
371	10953.104999999998	yes
372	11954.884999999998	yes
373	12135.145	no
374	12247.384999999995	yes
375	11657.244999999997	yes
376	12510.505000000005	yes
377	11835.664999999997	yes
378	11483.765000000003	yes
379	11578.045	yes
380	13221.745000000003	no
381	12197.445000000007	no
382	12508.304999999997	no
383	12078.464999999997	yes
384	11813.284999999998	yes
385	11539.005	yes
386	11535.785	yes
387	11421.425	yes
388	12379.265000000003	no
389	12231.044999999998	yes
390	12182.044999999998	yes
391	12136.185000000001	yes
392	11910.785	yes
393	12223.764999999996	yes
394	12261.265000000003	yes
395	12181.445	yes
396	22831.004999999997	no
397	11915.645000000004	yes
398	12204.125000000002	yes
399	10561.724999999999	yes
400	11961.704999999998	no
401	12101.504999999994	no
402	11387.465000000004	no
403	12536.385000000006	no
404	11836.185	no
405	11962.205000000002	no
406	11730.244999999999	no
407	12302.784999999994	no
408	11837.585	no
409	11955.964999999997	no
410	11793.105	no
411	11328.045	no
412	11661.944999999996	no
413	11790.124999999998	no
414	11133.205000000002	no
415	12263.804999999998	no
416	11768.845000000007	yes
417	11675.124999999998	yes
418	11725.964999999997	no
419	11702.385000000004	yes
420	11424.564999999999	yes
421	12035.985000000002	yes
422	11580.164999999997	yes
423	11731.384999999998	yes
424	11221.785000000003	yes
425	12026.245000000003	no
426	12240.524999999998	no
427	11998.264999999996	no
428	11275.265	yes
429	12191.504999999997	yes
430	11673.605000000001	yes
431	12196.725000000002	no
432	11695.925	yes
433	12027.245000000003	yes
434	11096.445000000003	yes
435	11514.164999999997	no
436	11073.645000000002	yes
437	13121.685	no
438	12358.945	no
439	11722.484999999997	no
440	11971.165000000005	no
441	12150.765	no
442	11551.444999999998	no
443	11694.044999999995	yes
444	11889.704999999998	yes
445	11109.144999999997	yes
446	12232.045000000004	no
447	11871.044999999998	no
448	12520.804999999997	no
449	12154.305	no
450	11291.465	yes
451	12101.824999999997	no
452	12620.285000000005	no
453	13000.325	no
454	12137.384999999997	no
455	11885.345000000001	no
456	12007.164999999997	no
457	11602.125000000004	yes
458	11487.905000000002	yes
459	11914.864999999998	no
460	12125.325000000004	yes
461	12960.004999999996	no
462	10936.365000000002	yes
463	13003.544999999995	no
464	11988.444999999998	no
465	12749.325000000003	no
466	11414.125	no
467	12884.004999999997	no
468	11922.765	no
469	11807.524999999998	no
470	11541.545000000002	yes
471	12350.105	no
472	11731.724999999999	no
473	12434.765000000003	no
474	12161.745	yes
475	11932.605	yes
476	11894.285	yes
477	12126.465000000002	yes
478	11441.765000000003	yes
479	11504.605000000001	yes
480	13608.724999999995	no
481	11836.665	no
482	12442.405000000002	no
483	11080.984999999997	yes
484	11194.125	yes
485	11914.265000000003	yes
486	11564.724999999999	yes
487	12153.365000000002	no
488	11574.704999999998	yes
489	12561.684999999994	no
490	12991.184999999998	no
491	11752.265	no
492	12364.545000000004	no
493	12491.205000000002	no
494	11560.845000000001	yes
495	11299.445000000003	yes
496	11647.064999999999	yes
497	11768.984999999997	yes
498	12316.505000000001	no
499	11461.565000000002	yes
500	11833.624999999996	no
501	12166.645	no
502	12122.964999999993	no
503	12004.884999999998	no
504	11826.385000000002	yes
505	11763.745	yes
506	12221.945	no
507	12221.805000000002	yes
508	11437.905000000002	yes
509	12446.625000000002	no
510	11991.125000000007	no
511	11069.665	yes
512	12010.925	no
513	12417.784999999998	no
514	12273.944999999994	no
515	12238.724999999999	no
516	12200.164999999997	no
517	11930.525000000001	no
518	12522.005000000003	no
519	12148.944999999998	no
520	12802.664999999997	no
521	11991.044999999995	no
522	12164.605000000001	no
523	12104.965	no
524	12130.605	no
525	11871.524999999996	no
526	12057.905	no
527	14225.705	no
528	13189.125000000004	no
529	11458.885000000004	yes
530	12310.665000000003	no
531	14132.285	no
532	11748.624999999996	no
533	11388.324999999997	yes
534	11917.985000000004	no
535	11995.485000000004	yes
536	11735.545000000002	yes
537	12834.305000000004	no
538	10910.425000000001	yes
539	11539.865000000002	no
540	11579.085000000001	no
541	11494.464999999995	no
542	12054.925000000003	yes
543	11965.604999999998	yes
544	12206.885	no
545	11586.784999999996	yes
546	12776.105000000007	no
547	11595.405000000002	yes
548	11923.785	no
549	12269.765	no
550	12006.025000000001	no
551	12140.265000000001	no
552	11962.925000000003	no
553	11871.885000000002	yes
554	12193.244999999999	no
555	12172.304999999997	no
556	12180.104999999996	no
557	11847.705000000002	yes
558	11756.365000000002	yes
559	11930.765	yes
560	12469.785000000002	no
561	11829.225	yes
562	11746.865	yes
563	12145.604999999998	yes
564	11677.025	yes
565	12155.205000000002	no
566	11604.985	yes
567	12425.765	yes
568	11562.525000000001	yes
569	12500.685000000001	no
570	12373.985000000002	no
571	12177.744999999995	no
572	12543.365000000003	no
573	11274.904999999999	yes
574	12781.824999999997	no
575	11633.365	no
576	13515.864999999994	no
577	12099.745000000003	no
578	11859.825	no
579	12132.525000000001	no
580	11407.325000000003	no
581	11985.705000000002	yes
582	13452.245	no
583	11551.225000000002	yes
584	18720.22500000001	no
585	12127.104999999994	yes
586	11728.344999999998	yes
587	11681.504999999997	yes
588	11418.384999999993	yes
589	11904.725000000002	no
590	11177.884999999997	yes
591	12476.425	no
592	12513.024999999992	no
593	12189.664999999999	no
594	12540.705000000002	no
595	11786.484999999999	no
596	13602.244999999995	no
597	11775.125	no
598	10923.685000000001	yes
599	10867.105000000003	yes
600	11823.544999999998	no
601	11641.405000000004	no
602	11637.164999999997	no
603	11801.025	yes
604	11890.545	yes
605	12884.264999999996	no
606	10894.125	yes
607	12154.305000000004	no
608	11903.704999999998	no
609	11244.604999999998	no
610	12188.025000000005	no
611	11830.104999999998	no
612	12299.305	no
613	12470.565000000002	no
614	11681.065000000002	no
615	11276.665	yes
616	11830.785000000002	no
617	11557.244999999999	yes
618	11795.724999999995	yes
619	12162.625000000004	no
620	11855.364999999998	yes
621	12028.044999999998	yes
622	11829.324999999997	yes
623	12103.805	yes
624	11904.865000000002	yes
625	12136.985	yes
626	12935.744999999999	no
627	11027.085	yes
628	11291.705000000002	yes
629	16106.664999999997	no
630	12513.425	no
631	11462.464999999998	yes
632	11764.784999999998	yes
633	11452.064999999997	yes
634	11644.765000000003	yes
635	12416.205000000002	no
636	11404.925	yes
637	12094.424999999997	no
638	12249.565000000006	no
639	12523.925000000007	no
640	12293.645000000002	no
641	12216.545000000002	no
642	12677.004999999997	no
643	11629.865000000002	yes
644	11806.664999999997	yes
645	11228.704999999998	yes
646	11496.905000000002	no
647	12524.425	no
648	12260.765	no
649	12034.765	no
650	11206.724999999999	yes
651	11893.244999999999	no
652	11804.625000000004	yes
653	11509.745000000003	yes
654	11537.025	no
655	12501.584999999997	no
656	12952.524999999998	no
657	12511.584999999995	no
658	11457.504999999997	yes
659	11491.144999999997	yes
660	11817.085000000003	no
661	12446.865000000003	no
662	11330.385000000002	yes
663	10906.545	yes
664	11761.504999999997	no
665	11943.585	no
666	11532.165	no
667	11984.704999999996	no
668	11276.325000000004	no
669	11582.705000000002	yes
670	11754.785000000003	yes
671	11701.565000000002	yes
672	10928.585000000001	yes
673	11737.845000000008	no
674	12582.484999999995	no
675	11426.625	no
676	11426.505000000001	no
677	12212.505	no
678	12059.425000000003	yes
679	12337.964999999998	yes
680	10879.625	yes
681	11687.544999999998	yes
682	11932.904999999999	no
683	11871.105000000003	yes
684	11787.824999999999	yes
685	13044.144999999997	no
686	11413.545000000002	yes
687	12744.565	no
688	11931.705	no
689	13041.265000000003	no
690	10652.904999999997	yes
691	11757.564999999999	no
692	11712.945000000003	no
693	12089.525000000001	no
694	12170.664999999999	no
695	11362.325000000004	no
696	12077.365000000005	no
697	12112.504999999997	no
698	11829.244999999997	no
699	11563.465000000004	no
700	13527.984999999997	no
701	12149.865000000002	yes
702	11614.164999999995	yes
703	11613.045000000002	yes
704	11637.384999999998	yes
705	11654.225000000004	yes
706	12148.884999999998	no
707	11444.024999999998	yes
708	11726.505	yes
709	11246.185000000003	yes
710	11860.505	no
711	11891.945000000002	no
712	12005.784999999996	yes
713	12013.704999999998	yes
714	11895.844999999998	yes
715	11852.005000000001	yes
716	12410.945000000002	no
717	11868.185000000001	yes
718	11863.784999999998	yes
719	11248.044999999996	yes
720	14591.244999999995	no
721	11826.525000000001	yes
722	10754.045000000007	yes
723	11899.404999999999	no
724	12181.445000000002	no
725	11720.465	no
726	12612.284999999996	no
727	11938.005000000005	no
728	11989.024999999998	no
729	11874.885	no
730	12471.665	no
731	11326.324999999995	yes
732	11617.904999999999	yes
733	11710.884999999997	yes
734	11964.945000000003	yes
735	11540.744999999999	yes
736	12043.085	no
737	12771.924999999996	no
738	11669.925	yes
739	10763.525000000001	yes
740	11778.585000000003	no
741	11028.205000000002	no
742	11905.005000000003	no
743	11293.665000000005	yes
744	12055.205	yes
745	11744.605	yes
746	12563.764999999996	no
747	11374.925	yes
748	11678.744999999995	no
749	17427.524999999994	no
750	11598.325000000003	yes
751	11378.465	yes
752	9908.445	yes
753	11421.965	yes
754	12223.785	no
755	11976.785000000002	no
756	12779.785	no
757	11600.324999999997	yes
758	12456.545	no
759	12864.825000000004	no
760	12614.665	yes
761	12189.045000000002	yes
762	11429.364999999998	yes
763	11953.485000000002	no
764	12033.665	no
765	11567.484999999999	no
766	12604.724999999995	no
767	11234.985	yes
768	13696.685000000001	no
769	12593.045000000006	no
770	13653.925000000003	no
771	13901.745	no
772	11999.144999999999	yes
773	14346.805	no
774	11937.705	yes
775	12193.925	yes
776	10738.944999999998	yes
777	12194.165000000003	no
778	11518.744999999999	no
779	11716.805	no
780	11789.145	no
781	11232.565	yes
782	12500.925000000005	no
783	11836.085000000006	no
784	24457.705	no
785	10418.825000000003	yes
786	12566.844999999996	no
787	11393.005000000001	yes
788	12001.565	yes
789	11857.365000000002	yes
790	11626.785000000002	yes
791	12082.504999999996	yes
792	12941.064999999997	no
793	12104.744999999999	yes
794	11487.625	yes
795	11820.085000000001	no
796	12486.204999999994	no
797	12321.525000000001	no
798	11786.405	no
799	12112.005000000001	no
800	13298.284999999994	no
801	11484.565000000002	yes
802	12986.544999999998	no
803	12928.645000000002	no
804	12217.085000000001	no
805	11601.564999999999	yes
806	11976.444999999996	no
807	10720.845000000001	yes
808	12182.244999999999	no
809	12280.085000000003	no
810	12094.064999999999	no
811	11827.044999999998	yes
812	12233.384999999998	no
813	11830.804999999997	yes
814	13440.345000000001	no
815	11897.265	yes
816	11726.405000000002	yes
817	11916.545	no
818	10735.525000000001	yes
819	11528.864999999998	no
820	11800.385000000002	yes
821	11643.325000000004	yes
822	11825.145	no
823	10855.445000000002	yes
824	11945.105	no
825	11732.664999999999	no
826	12078.425000000005	yes
827	11571.884999999998	yes
828	11929.985	yes
829	11849.505000000003	yes
830	11812.645000000004	yes
831	11196.904999999999	yes
832	12263.844999999998	no
833	11957.105	no
834	11657.185	no
835	11802.604999999998	no
836	11959.384999999998	no
837	11885.805000000004	no
838	11988.024999999998	no
839	11481.344999999998	yes
840	11392.105	yes
841	12256.885000000004	no
842	11794.864999999998	no
843	12342.905000000002	no
844	11808.585000000001	no
845	12088.524999999998	no
846	10870.684999999998	yes
847	12502.885000000006	no
848	12096.724999999995	no
849	11100.305	no
850	14509.625000000002	no
851	12561.485000000006	no
852	12740.724999999995	yes
853	12094.665000000003	yes
854	12030.244999999997	yes
855	12335.925000000007	yes
856	10874.045	yes
857	9454.285000000003	yes
858	12835.665000000003	no
859	11634.304999999998	no
860	12755.245000000003	no
861	12133.544999999998	no
862	10529.545000000006	no
863	9941.565000000002	yes
864	13008.424999999997	no
865	13959.645000000002	no
866	12313.645	no
867	11419.885	no
868	11216.265	no
869	13507.904999999995	no
870	10702.184999999998	no
871	12289.465000000004	no
872	11737.845000000001	no
873	11293.945000000003	no
874	11875.465	no
875	14980.005000000003	no
876	11500.744999999999	no
877	11863.925000000003	no
878	13716.804999999998	no
879	11764.485	no
880	11959.524999999998	no
881	12314.085	no
882	11728.185000000005	no
883	12481.444999999996	no
884	11551.125	yes
885	12450.265000000005	no
886	11719.905000000004	yes
887	11586.685000000005	yes
888	11885.545000000002	yes
889	10885.224999999997	yes
890	12571.145	no
891	12446.244999999999	no
892	11788.244999999999	no
893	10705.645	yes
894	11691.424999999996	no
895	11889.664999999999	no
896	11732.224999999999	no
897	11791.865000000002	yes
898	11071.044999999998	yes
899	12872.624999999996	no
900	15169.305000000004	no
901	11693.445	no
902	12386.625000000004	yes
903	14355.184999999992	no
904	12263.465	yes
905	11952.205	yes
906	12475.965000000004	yes
907	11652.445	yes
908	12141.184999999998	no
909	12073.925000000003	no
910	14816.28500000001	no
911	12226.364999999998	yes
912	12195.905000000004	yes
913	12042.965	yes
914	14225.444999999998	no
915	10913.005000000001	yes
916	11381.464999999998	yes
917	12301.505000000001	no
918	12932.325	no
919	13563.465000000002	no
920	11786.444999999996	no
921	12827.044999999998	no
922	13402.605000000005	no
923	11574.265000000003	yes
924	13244.204999999996	no
925	12005.125	yes
926	12444.745000000004	no
927	11350.265	yes
928	11616.264999999996	no
929	11226.725	yes
930	11547.165	yes
931	12634.465	no
932	11669.625000000004	no
933	11450.525	yes
934	13412.104999999992	no
935	11818.765	yes
936	11018.165000000005	yes
937	10876.625	yes
938	12160.385000000006	no
939	15370.105	no
940	13005.225000000002	no
941	11292.305	no
942	12997.164999999997	no
943	11960.604999999998	no
944	11702.644999999995	no
945	13274.164999999995	yes
946	12356.185000000005	yes
947	13160.684999999998	no
948	11841.304999999997	yes
949	12299.704999999993	no
950	13256.925	no
951	13189.125000000002	no
952	13140.505000000003	no
953	12176.065000000006	yes
954	13243.244999999997	no
955	13907.064999999995	no
956	15281.625000000002	no
957	15008.285000000005	no
958	12439.064999999997	yes
959	14733.824999999997	no
960	12791.885000000002	no
961	16117.685000000001	no
962	14309.305000000002	no
963	14116.744999999997	no
964	13995.625000000002	no
965	13853.685	no
966	14866.005000000005	no
967	13418.504999999996	no
968	13714.904999999995	no
969	12705.325000000003	no
970	10885.485000000002	yes
971	16684.805000000008	no
972	15590.705000000002	no
973	15642.664999999994	no
974	12761.724999999995	no
975	15775.944999999992	no
976	12964.445000000003	no
977	15450.865000000003	no
978	14828.805000000002	no
979	15018.564999999991	no
980	13180.604999999994	no
981	15496.624999999996	no
982	12474.624999999996	no
983	14704.024999999992	no
984	15160.205000000005	no
985	15394.485	no
986	14438.184999999998	no
987	14973.064999999999	no
988	15360.805	no
989	15507.285000000002	no
990	15671.425	no
991	14405.264999999996	no
992	14887.084999999995	no
993	15413.345000000005	no
994	16392.625	no
995	12175.405000000002	no
996	17009.565000000002	no
997	12879.965	no
998	15106.964999999995	no
999	13116.965000000004	no
1000	17235.485	no
1001	15214.984999999997	no
1002	16536.204999999998	no
1003	16079.804999999998	no
1004	12511.985000000002	no
1005	12897.505	no
1006	13985.665	no
1007	13036.345000000007	no
1008	15331.005000000001	no
1009	12521.165	no
1010	12632.104999999996	no
1011	17596.745	no
1012	18452.905	no
1013	15377.325000000004	no
1014	13829.924999999996	no
1015	19168.725	no
1016	13269.085	no
1017	12830.204999999994	no
1018	13395.844999999992	no
1019	13817.044999999993	no
1020	14092.784999999998	no
1021	12810.404999999995	no
1022	15521.984999999999	no
1023	13737.904999999992	no
1024	13600.184999999994	no
1025	12254.564999999999	yes
1026	14966.364999999993	no
1027	12773.345	no
1028	12747.024999999998	yes
1029	15440.044999999998	no
1030	13349.265000000005	no
1031	16660.405	no
1032	12681.405	yes
1033	12914.884999999998	yes
1034	13946.984999999993	yes
1035	14528.024999999994	yes
1036	12597.345	yes
1037	13568.125000000004	no
1038	14868.544999999996	no
1039	15828.684999999996	no
1040	14603.224999999999	no
1041	12987.164999999994	no
1042	15308.365	no
1043	14497.105	no
1044	12169.524999999998	yes
1045	12478.345000000001	yes
1046	14886.724999999993	no
1047	15034.284999999998	no
1048	14534.084999999995	no
1049	12233.744999999999	yes
1050	15813.545000000002	no
