Iteration	Sum_of_Squares	Accepted
1	268231.8	no
2	148642.4	no
3	148642.4	no
4	148642.4	no
5	510668.4	no
6	510668.4	no
7	479356.99999999994	no
8	479356.99999999994	no
9	406595.6	no
10	509649.19999999995	no
11	467925.00000000006	no
12	455497.19999999995	no
13	455497.19999999995	no
14	455497.19999999995	no
15	455497.19999999995	no
16	455497.19999999995	no
17	455497.19999999995	no
18	460414.8	no
19	376866.60000000003	no
20	376866.60000000003	no
21	616406.7999999999	no
22	579676.6	no
23	616406.7999999999	no
24	616406.7999999999	no
25	616406.7999999999	no
26	616406.7999999999	no
27	616406.7999999999	no
28	557720.8	no
29	557720.8	no
30	364285.40000000014	no
31	338567.19999999995	no
32	338567.19999999995	no
33	424816.4	no
34	336685.00000000006	no
35	332629.99999999994	no
36	332629.99999999994	no
37	453107.4000000001	no
38	434199.00000000006	no
39	434199.00000000006	no
40	388553.80000000005	no
41	388553.80000000005	no
42	517186.60000000003	no
43	530312.4	no
44	530312.4	no
45	400238.2	no
46	400238.2	no
47	558643.6000000002	no
48	563313.8	no
49	400238.2	no
50	397945.20000000007	no
51	397945.20000000007	no
52	385497.4	no
53	365407.0	no
54	230660.80000000005	no
55	281041.2	no
56	279527.2	no
57	279527.2	no
58	282346.4	no
59	268770.2	no
60	250509.40000000008	no
61	146496.0	no
62	332184.0	no
63	332184.0	no
64	390750.79999999993	no
65	431191.0	no
66	431191.0	no
67	348997.6	no
68	358968.39999999997	no
69	394053.8	no
70	394053.8	no
71	294278.8	no
72	443123.2	no
73	294278.8	no
74	294278.8	no
75	294278.8	no
76	421131.2	no
77	450415.6	no
78	421131.2	no
79	469593.6	no
80	469593.6	no
81	519745.19999999995	no
82	503658.6	no
83	494569.2000000002	no
84	413521.60000000015	no
85	379708.20000000007	no
86	403876.60000000003	no
87	460465.8000000001	no
88	460465.8000000001	no
89	460465.8000000001	no
90	381076.80000000005	no
91	405396.60000000003	no
92	438542.6000000001	no
93	438542.6000000001	no
94	438542.6000000001	no
95	342185.80000000005	no
96	368069.8000000001	no
97	384008.4	no
98	382714.6000000001	no
99	285927.0000000001	no
100	285927.0000000001	no
101	285927.0000000001	no
102	285927.0000000001	no
103	247487.0	no
104	247487.0	no
105	225220.20000000004	no
106	225220.20000000004	no
107	230794.40000000005	no
108	241779.19999999998	no
109	274038.0	no
110	338112.39999999997	no
111	338112.39999999997	no
112	289319.8	no
113	289319.8	no
114	289319.8	no
115	289319.8	no
116	418618.60000000003	no
117	418618.60000000003	no
118	418618.60000000003	no
119	390008.00000000006	no
120	507650.2000000001	no
121	507650.2000000001	no
122	542239.2000000001	no
123	542239.2000000001	no
124	549000.6000000001	no
125	443292.0	no
126	406976.20000000007	no
127	309156.80000000005	no
128	309156.80000000005	no
129	380433.6	no
130	309156.80000000005	no
131	197803.40000000002	no
132	187332.0	no
133	354874.2	no
134	187332.0	no
135	187332.0	no
136	186823.2	no
137	186823.2	no
138	230597.2	no
139	230597.2	no
140	230597.2	no
141	230597.2	no
142	228334.0	no
143	204690.20000000004	no
144	158199.80000000005	no
145	223533.40000000002	no
146	223533.40000000002	no
147	429109.2	no
148	429109.2	no
149	529816.4	no
150	529816.4	no
151	528112.2	no
152	528112.2	no
153	587636.8	no
154	580225.2	no
155	580225.2	no
156	543848.2	no
157	447180.4000000001	no
158	447180.4000000001	no
159	598835.8000000002	no
160	598835.8000000002	no
161	598835.8000000002	no
162	598835.8000000002	no
163	432585.40000000014	no
164	432585.40000000014	no
165	528264.8	no
166	544838.0	no
167	496662.20000000007	no
168	633177.4000000001	no
169	633177.4000000001	no
