start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	26581536761.67455	26581448474.722466	0.0
0	0	502862.53829488903	516821.6822387694	0.0
0	0	1297120.3428030994	1352070.0383125367	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
139	140	0.33892015666119846	0.33892015666119846	0.0
317	318	0.9966172463487719	0.9966172463487719	0.0
449	450	0.7693549153386164	0.7693549153386164	0.0
0	0	0.0	0.0	1.0929255886303103e-10
0	0	0.0	0.0	1.8327337320253704e-10
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
