start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	26583632696.201305	26583558922.800987	0.0
0	0	2494841.4116985416	2534070.731830498	0.0
281	290	3784033.5811635167	3766683.4801975624	0.0
0	0	0.0	0.0	0.0
133	143	0.0	0.0	0.0
0	0	0.0	0.0	0.0
152	153	0.5742883004456251	0.5742883004456251	0.0
298	299	0.11499291635406184	0.11499291635406184	0.0
449	450	0.812333707075116	0.812333707075116	0.0
0	0	0.0	0.0	0.08411269807062635
0	0	0.0	0.0	-0.006150104242750472
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
