start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	26580738370.226673	26580779672.358852	0.0
133	142	224583.72069249736	189330.8053000139	0.0
0	0	2434492.9906366263	2261005.2466516243	0.0
15	25	0.0	0.0	0.0
0	0	0.0	0.0	0.0
281	291	0.0	0.0	0.0
146	147	0.7754010217821271	0.7754010217821271	0.0
300	301	0.34903380754268	0.34903380754268	0.0
449	450	0.8031478469322346	0.8031478469322346	0.0
0	0	0.0	0.0	2.7585174086222116e-12
0	0	0.0	0.0	4.251673469909721e-12
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
