start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	22618618160.225647	22618560208.504375	0.0
0	0	856624.5753939196	931248.3084370536	0.0
292	301	189809.76019694746	362467.77245282155	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
148	149	0.0640861456750689	0.0640861456750689	0.0
305	306	0.9972937231258695	0.9972937231258695	0.0
449	450	0.6225034374614601	0.6225034374614601	0.0
0	0	0.0	0.0	0.4932773662789385
0	0	0.0	0.0	0.5055869244072577
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
