start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	22617306836.43546	22617236726.259956	0.0
123	132	1445250.5324867647	1258724.0754218209	0.0
282	291	2477783.1232360946	2447520.4840945215	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
305	315	0.0	0.0	0.0
152	153	0.5328587920075798	0.5328587920075798	0.0
299	300	0.5773803907265967	0.5773803907265967	0.0
449	450	0.9557085438034811	0.9557085438034811	0.0
0	0	0.0	0.0	1.388350670721445e-05
0	0	0.0	0.0	1.71981924753014e-05
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
