start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	22617023239.032673	22617073277.641895	0.0
0	0	111351.48567975996	92730.63472548111	0.0
0	0	4646400.373327769	4737184.244148997	0.0
11	21	0.0	0.0	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
133	134	0.6032640969110257	0.6032640969110257	0.0
309	310	0.7092114837008894	0.7092114837008894	0.0
449	450	0.6860071200618921	0.6860071200618921	0.0
0	0	0.0	0.0	0.033743834133696034
0	0	0.0	0.0	0.03304024063378658
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
