start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	21385525959.265327	21385487145.197754	0.0
0	0	331325.2247580852	292081.2774609256	0.0
0	0	3622875.8712748056	3514823.5014861696	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
126	127	0.002445301750372164	0.002445301750372164	0.0
284	285	0.6846324586111054	0.6846324586111054	0.0
449	450	0.6962479524692586	0.6962479524692586	0.0
0	0	0.0	0.0	2.69777962871893
0	0	0.0	0.0	-0.33243480982833523
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
