start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	9895354910.718517	9895171739.365566	0.0
0	0	106151.47220880775	145956.78286295614	0.0
282	291	62819.52859515135	94026.86128289893	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
305	315	0.0	0.0	0.0
133	134	0.05325249219844967	0.05325249219844967	0.0
312	313	0.5095222366708222	0.5095222366708222	0.0
449	450	0.12465291432875125	0.12465291432875125	0.0
0	0	0.0	0.0	2.54498523404372e-07
0	0	0.0	0.0	3.916793924173413e-07
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
