start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	9895168467.517773	9895206401.77951	0.0
0	0	335627.0607929493	227878.69395421812	0.0
293	302	216279.75229513683	373603.0389040005	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
292	302	0.0	0.0	0.0
149	150	0.27707867486785187	0.27707867486785187	0.0
311	312	0.3288637253375638	0.3288637253375638	0.0
449	450	0.8641637984609752	0.8641637984609752	0.0
0	0	0.0	0.0	0.003975058968469692
0	0	0.0	0.0	0.006609256157791391
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
