start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	21386244134.410904	21386144665.780792	0.0
133	142	2873015.9991660663	2681973.914149415	0.0
0	0	2491092.697936777	2624203.9049166436	0.0
0	0	0.0	0.0	0.0
149	159	0.0	0.0	0.0
0	0	0.0	0.0	0.0
123	124	0.4865790103848812	0.4865790103848812	0.0
287	288	0.5757690683603356	0.5757690683603356	0.0
449	450	0.11836391846511918	0.11836391846511918	0.0
0	0	0.0	0.0	0.08300268681785662
0	0	0.0	0.0	0.02270037581962012
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
