start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	9901429610.957502	9901477795.570127	0.0
0	0	5670909.823933895	5549601.412374308	0.0
0	0	1511276.7415624587	1322723.795518188	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
281	291	0.0	0.0	0.0
131	132	0.000631370390479169	0.000631370390479169	0.0
311	312	0.3469967741257949	0.3469967741257949	0.0
449	450	0.25813681764466334	0.25813681764466334	0.0
0	0	0.0	0.0	3.757491911740663e-15
0	0	0.0	0.0	4.482952426092656e-15
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
