Iteration	SSE	Accepted
1	17268.6875	no
2	15190.735	no
3	18993.600000000006	no
4	16691.4	no
5	15788.43	no
6	14039.9225	no
7	19475.395	no
8	16465.379999999997	no
9	17167.955	no
10	15808.824999999999	no
11	14021.860000000004	no
12	12076.759999999998	no
13	16609.529999999995	no
14	14092.520000000002	no
15	13572.237499999996	no
16	16891.795000000006	no
17	17214.675	no
18	15571.857499999998	no
19	14398.127499999999	no
20	17348.015	no
21	13983.3	no
22	19280.055	no
23	15951.9925	no
24	12526.2975	no
25	15033.94	no
26	17932.132500000003	no
27	15532.460000000003	no
28	8965.8975	yes
29	15846.5775	no
30	15308.119999999999	no
31	13984.342499999999	no
32	14494.9375	no
33	12980.092500000002	no
34	12954.565000000002	no
35	14557.010000000002	no
36	13169.662500000002	no
37	12110.149999999998	no
38	15103.657500000005	no
39	15846.847499999996	no
40	11590.067500000003	no
41	12905.0075	no
42	13506.154999999999	no
43	13915.949999999999	no
44	11529.284999999998	no
45	15542.855000000001	no
46	15472.014999999998	no
47	15963.792499999998	no
48	16296.577500000007	no
49	11932.069999999996	no
50	15447.039999999999	no
51	14036.970000000001	no
52	14152.710000000003	no
53	15280.767499999998	no
54	14763.162499999995	no
55	10917.277500000002	no
56	13933.345000000005	no
57	13718.8825	no
58	11670.4875	no
59	15173.755000000001	no
60	12099.1025	no
61	15475.585000000001	no
62	14731.845000000001	no
63	13194.417499999996	no
64	13898.865000000002	no
65	16469.894999999997	no
66	12945.372500000001	no
67	14385.017499999998	no
68	13121.712499999998	no
69	13185.354999999996	no
70	13031.992499999997	no
71	17150.44250000001	no
72	13068.087500000001	no
73	15813.987500000005	no
74	5499.292500000001	yes
75	7109.780000000001	no
76	6203.005000000001	no
77	15422.8625	no
78	5122.320000000001	yes
79	6117.4525	no
80	6440.435000000001	no
81	6280.4124999999985	no
82	6280.559999999998	no
83	6583.627499999999	no
84	4757.797500000001	yes
85	6996.6325	no
86	7707.092499999999	no
87	5811.57	no
88	6017.137500000001	no
89	5741.217499999998	no
90	5291.847500000001	no
91	5351.522499999997	no
92	5050.355	yes
93	4823.595000000002	yes
94	5669.424999999999	yes
95	4287.235000000001	yes
96	4392.199999999999	no
97	6247.740000000001	no
98	4671.942500000001	yes
99	3689.0399999999995	yes
100	5736.097499999998	no
101	4314.71	yes
102	5163.415	no
103	6183.647499999999	no
104	4537.6025	yes
105	4055.6550000000016	yes
106	4323.379999999997	no
107	3474.0299999999993	yes
108	3920.502500000001	no
109	3626.1275000000005	yes
110	3922.3025	yes
111	4295.3525	yes
112	4026.375	yes
113	4222.5425	yes
114	3168.8749999999977	yes
115	3522.9650000000006	yes
116	3346.3625	yes
117	3348.3999999999987	yes
118	3234.8125	yes
119	2818.669999999999	yes
120	3068.5475	yes
121	3111.6100000000006	yes
122	3384.615	yes
123	3803.6625000000013	yes
124	4333.235	no
125	4054.6274999999996	no
126	3044.035	yes
127	3699.7574999999993	no
128	3261.5199999999995	no
129	3710.2625000000003	no
130	2639.2774999999997	yes
131	3317.4624999999996	no
132	3744.5375000000013	no
133	2998.2524999999996	yes
134	3504.0624999999986	no
135	2902.5924999999997	yes
136	2718.68	yes
137	2464.12	yes
138	2511.552499999999	yes
139	2629.4925000000003	yes
140	2434.769999999999	yes
141	2727.6424999999995	yes
142	2762.7999999999997	yes
143	2379.9649999999983	yes
144	2482.412500000001	no
145	2849.8875	no
146	3197.9424999999997	no
147	5406.562500000002	no
148	3171.645	no
149	3302.3899999999994	no
150	2496.7224999999994	yes
151	2784.0675000000006	no
152	2585.7899999999995	yes
153	2173.5525	yes
154	2211.2925	yes
155	2314.3824999999993	yes
156	2292.5324999999993	yes
157	2053.98	yes
158	2387.6925	yes
159	2763.8324999999995	yes
160	2066.3649999999984	yes
161	2063.1375000000007	yes
162	2266.335	yes
163	2477.1424999999995	no
164	1976.6174999999998	yes
165	3207.7650000000003	yes
166	2196.015	yes
167	3459.4974999999995	no
168	3243.08	no
169	2365.49	yes
170	1849.6824999999988	yes
171	1647.4649999999997	yes
172	1721.8824999999995	yes
173	1750.9250000000002	yes
174	1657.4075000000007	yes
175	1581.5374999999997	yes
176	1617.7349999999997	yes
177	1659.4074999999998	yes
178	1725.4849999999994	yes
179	2218.9699999999993	no
180	1521.0475000000001	yes
181	1783.5724999999998	yes
182	1690.3999999999992	yes
183	2139.5025	yes
184	1816.4025000000001	yes
185	2743.5750000000003	no
186	1587.519999999999	yes
187	1705.1399999999994	yes
188	1662.5124999999994	yes
189	1721.089999999999	yes
190	1501.2724999999998	yes
191	1558.4699999999998	yes
192	1601.0699999999997	yes
193	1803.1425000000008	yes
194	3171.3450000000016	no
195	1823.2825000000003	yes
196	1604.2074999999995	yes
197	1755.5625000000005	yes
198	1642.6149999999998	yes
199	1668.2875000000001	yes
200	1880.8375	yes
201	1687.3424999999993	yes
202	1895.2524999999998	no
203	3033.6624999999995	yes
204	2517.2824999999993	yes
205	3655.205	no
206	3242.0475000000015	no
207	2938.702499999999	no
208	2426.5800000000004	yes
209	3500.564999999999	no
210	2936.182499999999	no
211	2893.2550000000015	yes
212	4371.765000000001	no
213	2666.532499999999	yes
214	2604.8950000000013	yes
215	3473.3749999999995	no
216	2883.117500000001	yes
217	1819.0225	yes
218	1799.4800000000002	yes
219	1841.6649999999995	yes
220	1732.7325000000005	yes
221	1767.5674999999997	yes
222	2082.404999999999	no
223	1712.5149999999999	yes
224	1761.2174999999997	yes
225	1910.7475000000002	yes
226	3321.6749999999997	no
227	2123.9449999999997	yes
228	1663.6075	yes
229	2379.494999999999	no
230	1845.622499999999	yes
231	2183.2575	no
232	2022.4474999999993	yes
233	1840.5625	yes
234	1796.2375000000002	yes
235	1486.6649999999997	yes
236	1990.5299999999993	yes
237	2472.32	yes
238	1725.7024999999994	yes
239	1795.4900000000007	yes
240	2346.8375	yes
241	1489.7624999999994	yes
242	1766.2374999999993	yes
243	1580.975	yes
244	3801.1000000000013	no
245	1573.225	yes
246	1705.1599999999994	yes
247	1533.0449999999996	yes
248	1658.0849999999996	yes
249	1862.8374999999996	yes
250	1550.289999999999	yes
251	1750.5450000000005	yes
252	2127.3274999999994	no
253	1549.6274999999996	yes
254	1749.4975000000004	yes
255	1837.9574999999995	yes
256	1897.2300000000002	yes
257	1966.1650000000004	yes
258	1753.849999999999	yes
259	1621.0150000000006	yes
260	1834.2474999999997	yes
261	2781.1674999999996	no
262	1727.8750000000005	yes
263	1978.175	yes
264	1620.7374999999997	yes
265	1919.9649999999995	yes
266	1529.5949999999998	yes
267	1695.1299999999997	no
268	1595.17	yes
269	1837.2724999999991	no
270	1577.3174999999997	yes
271	2200.6625	yes
272	1720.5200000000004	yes
273	1693.9775000000004	yes
274	1618.1049999999998	yes
275	1713.8975	yes
276	2075.779999999999	yes
277	3297.9225000000006	no
278	1954.1700000000005	yes
279	1629.6700000000003	yes
280	2119.0200000000004	no
281	1798.6275	no
282	2896.3474999999985	yes
283	1670.3624999999997	yes
284	1877.4150000000004	yes
285	2208.4700000000007	yes
286	1978.7425	yes
287	1643.2775000000006	yes
288	1869.145	yes
289	1648.7824999999998	yes
290	1985.6799999999998	no
291	2130.6775000000002	yes
292	1582.0099999999998	yes
293	1603.4474999999998	yes
294	1877.9425	no
295	1595.955	yes
296	1622.5750000000003	no
297	1745.6449999999995	yes
298	1707.6325000000002	yes
299	1794.6025000000002	yes
300	1590.5275000000001	yes
301	3675.382499999999	no
302	1603.2650000000003	yes
303	1714.85	yes
304	2064.2149999999992	no
305	1667.9649999999992	yes
306	1791.8324999999998	yes
307	1829.0000000000002	yes
308	2037.6424999999995	no
309	1937.995	yes
310	1570.9375	yes
311	1869.3499999999995	yes
312	2397.897500000001	yes
313	1662.5274999999995	yes
314	1890.5750000000003	yes
315	1853.3474999999999	yes
316	1491.8024999999998	yes
317	1822.147500000001	yes
318	1995.2075	no
319	4417.297500000001	no
320	3880.62	no
321	2243.9175	no
322	1646.1624999999992	yes
323	1495.8224999999995	yes
324	2703.1224999999995	yes
325	2963.0774999999994	no
326	2394.162500000001	yes
327	2448.8624999999997	yes
328	4036.1224999999986	no
329	2161.249999999999	yes
330	2852.335	yes
331	2022.8274999999994	yes
332	2371.9075000000007	no
