Iteration	SSE	Accepted
1	17879.025	yes
2	21984.425000000003	no
3	17469.825000000004	yes
4	18135.865000000005	yes
5	19650.305	no
6	17257.344999999994	yes
7	14589.545000000004	yes
8	16819.065000000002	no
9	19441.145	no
10	20604.00500000001	no
11	16993.685	no
12	18133.805	no
13	17745.545000000002	no
14	13966.185000000001	yes
15	15733.904999999999	no
16	14883.724999999995	no
17	18723.445000000003	no
18	21379.765000000007	no
19	14374.704999999998	yes
20	16102.545	no
21	19348.005	no
22	19563.565000000002	no
23	17092.205	no
24	20893.145000000004	no
25	17008.38499999999	no
26	16268.465000000004	no
27	14614.544999999998	yes
28	22056.065000000006	no
29	16567.644999999997	no
30	18185.065000000002	no
31	15125.284999999996	no
32	16788.70500000001	no
33	18779.745000000003	no
34	16329.405	no
35	18239.445	no
36	19623.18500000001	no
37	15307.604999999996	no
38	17091.825	no
39	17281.165	no
40	17216.644999999997	no
41	19901.945000000007	no
42	18292.285000000003	no
43	17347.665000000008	no
44	18447.205	no
45	16713.604999999996	no
46	16231.105000000003	no
47	18226.664999999997	no
48	14656.305000000002	yes
49	16042.164999999997	no
50	14476.305	yes
51	14648.224999999999	yes
52	19088.664999999997	no
53	17598.704999999998	no
54	16120.725	no
55	12649.004999999994	yes
56	13475.585000000005	no
57	18801.865	no
58	17382.285	no
59	18248.584999999992	no
60	15091.685000000005	no
61	16156.844999999998	no
62	14450.065000000002	no
63	18931.905000000006	no
64	21290.205	no
65	17157.805	no
66	13668.125	no
67	23043.085000000003	no
68	14434.465	no
69	19642.205000000005	no
70	22179.385000000006	no
71	15257.424999999996	no
72	20698.205	no
73	14628.264999999998	no
74	13110.625	yes
75	24550.525000000012	no
76	21510.265000000003	no
77	15389.604999999996	no
78	13006.365	yes
79	17495.185000000005	no
80	17568.025	no
81	16390.784999999996	no
82	17194.684999999994	no
83	18713.825	no
84	16514.205	no
85	14093.564999999999	yes
86	17800.284999999996	no
87	15048.865	no
88	19777.225000000002	no
89	17348.685	no
90	15100.065000000004	no
91	13517.444999999996	yes
92	15129.424999999997	no
93	17876.645000000004	no
94	16335.70499999999	no
95	19327.824999999997	no
96	16154.064999999999	no
97	21263.885000000002	no
98	18910.845000000005	no
99	16361.164999999997	no
100	18757.805	no
101	17327.065	no
102	20342.605000000003	no
103	12570.164999999997	yes
104	15409.844999999996	no
105	13747.985	no
106	19463.40500000001	no
107	16675.945	no
108	19800.265	no
109	19207.605000000007	no
110	16856.924999999992	no
111	12487.025000000001	yes
112	15734.324999999997	no
113	16658.305000000004	no
114	15163.944999999996	no
115	16984.665	no
