start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	326397687.7890512	326376881.97269493	0.0
134	143	1707705.7789787347	1857791.2522130108	0.0
0	0	58545.717979566514	140963.31373119706	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
153	154	0.9733723699573648	0.9733723699573648	0.0
283	284	0.6883610893441932	0.6883610893441932	0.0
449	450	0.25029127339653856	0.25029127339653856	0.0
0	0	0.0	0.0	1.017312473461056e-07
0	0	0.0	0.0	1.9193776790253193e-07
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
