start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	328153010.49856216	328119149.5846263	0.0
134	143	193955.54396147703	191171.9878754897	0.0
0	0	2584.8732102171634	123908.5197285653	0.0
15	25	0.0	0.0	0.0
145	155	0.0	0.0	0.0
0	0	0.0	0.0	0.0
146	147	0.9898950542038406	0.9898950542038406	0.0
284	285	0.6038909091361496	0.6038909091361496	0.0
449	450	0.45956680591707066	0.45956680591707066	0.0
0	0	0.0	0.0	0.5817257096673784
0	0	0.0	0.0	0.6851396174055676
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
