Iteration	SSE	Accepted
1	18954.1275	no
2	14375.217499999999	no
3	17954.954999999998	no
4	11486.120000000003	yes
5	14994.177499999996	no
6	14384.75	no
7	11301.684999999998	yes
8	12570.919999999995	no
9	13244.134999999998	no
10	14293.750000000002	no
11	12043.000000000002	no
12	12892.302499999998	no
13	14773.432499999999	no
14	12959.347499999996	no
15	11700.58	yes
16	13591.755000000001	no
17	11097.975000000002	yes
18	12386.147500000001	no
19	11288.005000000001	yes
20	12847.9775	no
21	11663.26	yes
22	10826.967499999999	yes
23	13695.392500000004	no
24	2514.5574999999994	yes
25	2777.2349999999997	yes
26	3068.5474999999988	yes
27	2992.8624999999993	yes
28	4222.674999999999	no
29	2363.9199999999996	yes
30	2554.8675000000003	no
31	2768.8575	yes
32	2168.3575000000005	yes
33	2707.0375	yes
34	2395.7400000000002	yes
35	2407.0575000000013	yes
36	2623.5274999999992	no
37	3140.3924999999995	no
38	2243.62	yes
39	2748.9550000000004	no
40	2766.495000000001	no
41	2237.7975	yes
42	2764.9450000000006	no
43	1988.965	yes
44	2108.8074999999994	no
45	2061.0649999999996	yes
46	2010.9974999999997	yes
47	2292.5599999999995	yes
48	2201.2775	yes
49	2006.8000000000006	yes
50	2457.0924999999997	no
51	1991.4374999999998	yes
52	2206.31	yes
53	2047.2049999999995	yes
54	2041.6800000000003	yes
55	2141.0275	yes
56	1929.6424999999995	yes
57	2093.8100000000004	yes
58	1938.6450000000004	yes
59	2183.584999999999	yes
60	2117.3025	yes
61	1955.8050000000003	yes
62	2040.1200000000001	yes
63	2476.5525	no
64	1882.5300000000002	yes
65	2194.465	yes
66	2047.9175	yes
67	2140.8525	yes
68	2731.8925	no
69	2247.415	yes
70	2074.4875000000006	yes
71	2058.3575	yes
72	2305.4825	yes
73	2280.6525	yes
74	2435.8049999999994	yes
75	3504.189999999999	no
76	2570.669999999999	yes
77	3316.3150000000005	no
78	3518.334999999999	no
79	2868.6075000000005	yes
80	2714.080000000001	yes
81	3302.1874999999995	no
82	2953.5299999999984	no
83	2971.722500000001	yes
84	3615.39	yes
85	2750.157500000001	yes
86	3113.0574999999985	yes
87	3464.012500000001	yes
88	4302.475	yes
89	3342.225	yes
90	3703.8024999999993	no
91	2666.4450000000006	yes
92	2482.3124999999995	yes
93	5522.1050000000005	no
94	4047.857500000003	no
95	2737.0024999999996	yes
96	3641.065	no
97	4177.797500000001	no
98	3277.702500000001	yes
99	4140.200000000002	yes
100	3461.3749999999995	yes
101	3626.415	no
102	5492.5999999999985	no
103	4751.4575	no
104	4262.687500000001	no
105	3257.75	yes
106	2632.0550000000003	yes
107	2926.4325000000017	no
108	1872.355000000001	yes
109	2819.3675000000007	no
110	2916.0474999999997	no
111	2724.7225	no
112	2379.537500000001	no
113	1767.4924999999998	yes
114	2780.6625000000004	no
115	2167.0425000000005	no
116	1855.2375000000002	yes
117	2139.182499999998	yes
118	1873.2950000000003	yes
119	2059.3824999999997	yes
120	2192.855	yes
121	2069.1625	yes
122	2837.5300000000007	no
123	2018.1599999999999	yes
124	1761.1624999999995	yes
125	2090.4974999999995	yes
126	1743.6150000000007	yes
127	1865.1574999999996	yes
128	1888.5049999999997	yes
129	1956.8674999999994	yes
130	2176.3149999999996	yes
131	3754.817500000001	no
132	2349.112500000001	yes
133	2140.1424999999995	yes
134	1919.569999999999	yes
135	1833.695	yes
136	1940.5824999999998	yes
137	3415.414999999998	no
138	1994.1674999999996	yes
139	1938.3725000000004	yes
140	1807.5775000000003	yes
141	1994.5950000000005	yes
142	2183.2025	yes
143	2612.1875	no
144	1873.5074999999997	yes
145	2329.7749999999996	no
146	1901.6650000000009	yes
147	1771.3624999999997	yes
148	2210.0874999999996	no
149	2164.2	yes
150	1835.9824999999994	yes
151	2000.6449999999995	yes
152	1782.05	yes
153	1740.6	yes
154	1952.1524999999997	yes
155	1831.730000000001	yes
156	1841.9175	yes
157	1770.2799999999997	yes
158	2009.955	no
159	2118.312499999999	no
160	1744.5750000000003	yes
161	1703.3750000000005	yes
162	2699.0400000000004	no
163	1936.7675	no
164	1866.9050000000002	yes
165	1704.3549999999998	yes
166	2173.4799999999996	no
167	1718.8250000000007	yes
168	1988.8850000000002	yes
169	1649.7199999999998	yes
170	2579.7774999999997	no
171	1652.1725000000004	yes
172	1668.849999999999	yes
173	1586.6574999999991	yes
174	1635.4074999999998	yes
175	1772.0524999999993	yes
176	1716.9975000000004	yes
177	1789.9225000000001	no
178	1868.2000000000003	yes
179	1808.8849999999993	yes
180	1675.395	yes
181	1916.1974999999998	no
182	1640.3799999999999	yes
183	1765.0000000000005	no
184	1778.86	yes
185	1848.2249999999995	yes
186	1713.6425000000004	yes
187	3010.685	no
188	1907.8049999999998	no
189	1763.3824999999997	yes
190	1709.8225000000002	yes
191	1907.8350000000005	no
192	1893.8850000000002	yes
193	959.0725	yes
194	944.7850000000001	yes
195	1486.1025	no
196	1766.105	yes
197	2059.4099999999994	yes
198	3297.3475000000008	yes
199	3242.3175000000006	yes
200	4659.379999999999	no
201	3437.4175	no
202	3230.8	yes
203	3112.557500000001	yes
204	3550.2750000000005	yes
205	3495.3899999999994	yes
206	2321.3824999999997	yes
207	2214.4125	yes
208	1588.0324999999991	yes
209	2001.3424999999995	no
210	1716.0549999999994	yes
211	3699.2225	no
212	1715.7175	yes
213	1335.1824999999997	yes
214	942.8974999999999	yes
215	1963.0349999999994	no
216	880.1375	yes
217	963.8524999999998	yes
218	1176.404999999999	yes
219	1153.9224999999997	yes
220	606.8849999999999	yes
221	506.0200000000005	yes
222	716.8975000000003	no
223	548.6150000000002	yes
224	1447.3899999999999	no
225	928.9125000000001	yes
226	720.4750000000001	yes
227	1546.3299999999995	yes
228	1662.5925	yes
229	650.1275000000003	yes
230	689.28	yes
231	825.4749999999999	yes
232	910.2875	no
233	790.5000000000003	yes
234	1161.0000000000002	yes
235	1097.3050000000003	yes
236	999.6224999999998	yes
237	817.0250000000003	yes
238	1463.5375	yes
239	1128.13	yes
240	1019.0875000000001	yes
241	772.4124999999998	yes
242	959.3174999999997	yes
243	1159.5350000000003	no
244	1011.4950000000001	no
245	1968.6149999999998	no
246	1151.9625	yes
247	1450.1199999999994	yes
248	854.9225000000002	yes
249	996.2425000000007	yes
250	931.8949999999998	yes
251	1001.7075	yes
252	653.0049999999998	yes
253	1263.3024999999998	no
254	923.0949999999997	no
255	585.7575	yes
256	920.8375000000001	yes
257	778.1825000000002	yes
258	682.7374999999998	yes
259	700.7625000000003	yes
260	493.835	yes
261	749.9825000000001	yes
262	453.63750000000016	yes
263	758.6275	yes
264	394.96500000000043	yes
265	461.6550000000004	yes
266	533.5375000000006	no
267	779.1700000000003	yes
268	484.5350000000001	yes
269	498.3850000000008	yes
270	514.8150000000003	yes
271	598.1824999999999	yes
272	504.0075000000002	yes
273	485.57250000000005	yes
274	885.7800000000001	yes
275	2027.435	no
276	1105.1825	yes
277	2359.4525	no
278	1591.2250000000001	yes
279	3164.2474999999986	no
280	1010.8224999999996	yes
281	1115.68	yes
282	1047.8775000000007	yes
283	1665.8850000000002	no
284	1175.6449999999998	yes
285	1855.3300000000006	yes
286	1981.63	yes
287	949.1950000000002	yes
288	1763.9174999999993	no
289	1297.2150000000006	yes
290	2071.6675000000005	no
291	1035.7324999999998	yes
292	1317.6775000000002	yes
293	858.5475000000004	yes
294	847.9975000000003	yes
295	834.2525	yes
296	771.6550000000001	yes
297	994.9	yes
298	619.9425000000003	yes
299	1164.0274999999997	yes
300	670.7525000000002	yes
301	900.5550000000001	yes
302	1720.9324999999992	no
303	1245.3775	yes
304	499.7275000000004	yes
305	758.7725000000005	no
306	896.8475000000002	yes
307	1555.9724999999994	no
308	801.4724999999997	yes
309	928.6199999999998	yes
310	923.8050000000002	yes
311	727.7500000000001	yes
312	591.7775000000003	yes
313	748.1425000000002	no
314	1043.9575000000002	yes
315	1113.7375000000002	yes
316	1182.1050000000005	yes
317	755.6375	yes
318	1271.9874999999997	yes
319	741.5000000000005	yes
320	1097.1874999999998	no
321	892.13	yes
322	1223.1899999999994	yes
323	990.4350000000002	yes
324	1152.9150000000004	yes
325	981.0000000000003	yes
326	1206.5974999999999	no
327	589.4150000000002	yes
328	800.0600000000003	no
329	641.6300000000006	yes
330	558.1700000000002	yes
331	671.34	yes
332	549.0175000000004	yes
333	855.9000000000004	yes
334	582.5150000000003	yes
335	470.47250000000025	yes
336	542.115	yes
337	703.4675	yes
338	464.7750000000002	yes
339	554.4550000000005	yes
340	1259.8424999999997	yes
341	805.1750000000003	yes
342	771.5499999999998	yes
343	551.4000000000001	yes
344	693.8700000000001	yes
345	1316.6150000000005	yes
346	385.2175	yes
347	480.29500000000036	yes
348	444.89250000000015	yes
349	505.79	yes
350	469.76000000000005	yes
351	679.1949999999999	yes
352	687.6100000000004	yes
353	652.1100000000002	yes
354	705.1950000000005	yes
355	477.6975000000001	yes
356	582.8400000000005	yes
357	581.2	yes
358	546.3249999999999	yes
359	708.9874999999997	no
360	542.3025000000004	yes
361	537.0200000000003	yes
362	490.67250000000007	yes
363	501.16499999999996	yes
364	642.5325000000003	yes
365	574.78	yes
366	561.2000000000005	yes
367	667.2775000000004	yes
368	898.9900000000007	no
369	931.7150000000007	yes
370	649.6550000000001	yes
371	923.7875000000001	yes
372	725.0	yes
373	728.1300000000001	yes
374	748.4675000000005	yes
375	838.8774999999998	yes
376	513.6949999999999	yes
377	548.2850000000001	yes
378	805.2750000000004	yes
379	849.1375000000005	yes
380	580.4675000000003	yes
381	806.2275000000002	yes
382	741.4275000000006	yes
383	834.3399999999996	no
384	766.4550000000004	yes
385	641.8825000000005	yes
386	747.8650000000001	yes
387	568.5250000000003	yes
388	1271.8525000000006	no
389	567.0575	yes
390	559.5450000000004	yes
391	547.0275000000004	yes
392	740.9000000000001	no
393	847.755	no
394	554.1275000000002	yes
395	628.2625	yes
396	587.3025000000006	yes
397	613.81	yes
398	492.6925000000002	yes
399	458.8125000000003	yes
400	577.4950000000003	yes
401	622.9700000000007	yes
402	760.2750000000004	yes
403	863.1025	yes
404	560.645	yes
405	486.8200000000003	yes
406	947.8150000000005	no
407	594.6300000000002	yes
408	592.3850000000004	yes
409	845.3700000000006	yes
410	528.7275000000002	yes
411	1096.5675000000003	no
