start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	21383899859.599804	21384021354.740032	0.0
0	0	222443.96838958818	127518.92801806706	0.0
0	0	868079.5649138874	913598.4894591244	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
128	129	0.17593974703667453	0.17593974703667453	0.0
290	291	0.5809789318919386	0.5809789318919386	0.0
449	450	0.4329809613854832	0.4329809613854832	0.0
0	0	0.0	0.0	0.006091584187243919
0	0	0.0	0.0	0.01116392815350921
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
