start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	21383666095.895927	21383768211.082764	0.0
134	143	2383108.46809357	2330828.2307471866	0.0
281	290	117984.9737215734	207381.14693810968	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
281	291	0.0	0.0	0.0
124	125	0.43843685236577784	0.43843685236577784	0.0
309	310	0.18275448407075634	0.18275448407075634	0.0
449	450	0.2600815959170757	0.2600815959170757	0.0
0	0	0.0	0.0	1.8369102146276867e-06
0	0	0.0	0.0	1.594583727020708e-06
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
