Iteration	Sum_of_Squares	Accepted
1	189119.82222222217	yes
2	190469.55555555553	yes
3	290518.57777777786	no
4	46495.35555555557	yes
5	40912.755555555545	yes
6	129671.08888888884	no
7	36620.35555555556	yes
8	33361.20000000001	yes
9	191330.1555555554	no
10	46507.84444444447	no
11	280845.2222222221	no
12	38033.51111111114	no
13	40427.933333333334	no
14	199844.2	no
15	42905.822222222225	no
16	210113.97777777776	no
17	100302.86666666668	no
18	41743.37777777778	no
19	41617.44444444446	no
20	43934.08888888892	no
21	41297.51111111111	no
22	49522.3111111111	no
23	190211.44444444432	no
24	42942.200000000004	no
25	38650.73333333332	no
26	33121.35555555555	yes
27	36996.95555555554	no
28	105618.79999999999	no
29	92761.2444444445	no
30	196902.86666666664	no
31	43098.46666666669	no
32	43757.533333333326	no
33	46395.15555555558	no
34	266003.17777777783	no
35	202343.06666666668	no
36	210141.97777777782	no
37	39988.22222222223	no
38	40472.73333333336	no
39	179899.8222222222	no
40	300180.91111111105	no
41	35056.62222222223	no
42	195742.66666666666	no
43	40185.80000000001	no
44	196053.64444444445	no
45	43515.22222222225	no
46	189468.17777777778	no
47	45522.95555555554	no
48	199648.111111111	no
49	43809.711111111144	no
50	40987.40000000001	no
51	305193.4888888889	no
52	189907.37777777773	no
53	40354.155555555575	no
54	40155.86666666666	no
55	35089.24444444444	no
56	47412.888888888905	no
57	38342.82222222221	no
58	218142.64444444457	no
59	36358.62222222221	no
60	258177.3111111112	no
61	30583.622222222217	yes
62	54170.22222222223	no
63	33949.62222222221	yes
64	189050.75555555552	no
65	193588.6222222222	no
66	109858.88888888898	no
67	187965.66666666663	no
68	197555.11111111112	no
69	44314.5777777778	no
70	38579.82222222224	no
71	192377.64444444433	no
72	33312.7111111111	yes
73	95802.17777777779	no
74	33228.62222222222	yes
75	188654.28888888884	no
76	38176.95555555556	no
77	58744.93333333333	no
78	42547.399999999994	no
79	43490.577777777806	no
80	190600.79999999993	no
81	35918.48888888889	no
82	172985.28888888887	no
83	94035.44444444451	no
84	32705.822222222214	yes
85	193359.42222222223	no
86	190107.15555555548	no
87	39712.777777777774	no
88	43190.000000000015	no
89	194824.93333333335	no
90	198441.77777777778	no
91	186995.11111111107	no
92	41654.62222222226	no
93	196741.97777777782	no
94	33607.02222222223	no
95	35267.955555555556	no
96	42260.08888888887	no
97	196309.75555555552	no
98	33941.22222222222	no
99	199802.99999999994	no
100	188894.71111111098	no
101	217340.04444444453	no
102	43372.422222222216	no
103	37164.7111111111	no
104	197232.02222222218	no
105	194092.51111111103	no
106	185105.53333333327	no
107	35159.93333333332	no
108	170547.7777777778	no
109	45684.488888888896	no
110	187041.91111111108	no
111	106013.91111111119	no
112	182734.51111111115	no
113	200413.55555555545	no
114	34850.75555555556	no
115	91213.37777777779	no
116	201877.0666666668	no
117	36766.4888888889	no
