start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	16198177646.526829	16198342286.570911	0.0
133	142	1278964.6686897615	1031149.3965565113	0.0
0	0	709507.8602506983	765259.2661146192	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
130	131	0.40904338445225835	0.40904338445225835	0.0
286	287	0.3205798992173795	0.3205798992173795	0.0
449	450	0.5733681236376503	0.5733681236376503	0.0
0	0	0.0	0.0	0.0002919356193397087
0	0	0.0	0.0	0.0010287127127625024
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
