start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	668186789.3862337	668133508.7088878	0.0
0	0	2566092.266504448	2684796.4396431954	0.0
0	0	1297992.4143908846	1176865.7345348503	0.0
0	0	0.0	0.0	0.0
148	158	0.0	0.0	0.0
0	0	0.0	0.0	0.0
122	123	0.33511845376766225	0.33511845376766225	0.0
292	293	0.1522172380140151	0.1522172380140151	0.0
449	450	0.6618775414425628	0.6618775414425628	0.0
0	0	0.0	0.0	3.6883358175930754e-05
0	0	0.0	0.0	7.095942428983952e-05
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
