start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	20740512372.64601	20740576168.773933	0.0
133	142	3633191.4196664323	3672719.7114247545	0.0
0	0	4264652.659902728	4356901.0983885545	0.0
13	23	0.0	0.0	0.0
122	132	0.0	0.0	0.0
305	315	0.0	0.0	0.0
152	153	0.7043179570409166	0.7043179570409166	0.0
285	286	0.49926930119264457	0.49926930119264457	0.0
449	450	0.17355459411232282	0.17355459411232282	0.0
0	0	0.0	0.0	0.28656906196314275
0	0	0.0	0.0	0.8659645777817757
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
