start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	20741617009.126118	20741473658.71279	0.0
133	142	1232046.0351419793	1300219.6740729809	0.0
0	0	513867.1709909425	597221.206181519	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
155	156	0.06973392879624124	0.06973392879624124	0.0
301	302	0.6848796821192171	0.6848796821192171	0.0
449	450	0.32870024569591694	0.32870024569591694	0.0
0	0	0.0	0.0	1.6432096569965898e-08
0	0	0.0	0.0	3.490590602681066e-08
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
