start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	328860035.3335217	328801333.7889575	0.0
0	0	4496179.311952421	4518242.018743208	0.0
281	290	928752.7999491902	730717.027906069	0.0
14	24	0.0	0.0	0.0
122	132	0.0	0.0	0.0
292	302	0.0	0.0	0.0
142	143	0.36282067755887426	0.36282067755887426	0.0
309	310	0.8045725621193579	0.8045725621193579	0.0
449	450	0.29378638438141147	0.29378638438141147	0.0
0	0	0.0	0.0	0.03365314735820047
0	0	0.0	0.0	0.0033990370555761393
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
