start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	7811636721.097901	7811625173.960794	0.0
133	142	667698.8255845729	642420.8882999786	0.0
0	0	445695.73352772853	506463.60339103726	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
128	129	0.09256390832669287	0.09256390832669287	0.0
314	315	0.6608048184976398	0.6608048184976398	0.0
449	450	0.5009218104652641	0.5009218104652641	0.0
0	0	0.0	0.0	7.632924225612527
0	0	0.0	0.0	14.974959051085529
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
