start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	3975081003.531971	3975080312.3149676	0.0
0	0	3399401.0093066166	3338109.1025219234	0.0
0	0	3415386.5719889407	3406832.8273341735	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
141	142	0.04419475443492667	0.04419475443492667	0.0
287	288	0.6301212220905665	0.6301212220905665	0.0
449	450	0.6765211170961077	0.6765211170961077	0.0
0	0	0.0	0.0	470.8721145003714
0	0	0.0	0.0	-1.1560457574406535e-12
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
