Iteration	Sum_of_Squares	Accepted
1	85044.25600000002	yes
2	36362.57599999999	yes
3	77469.69599999994	no
4	72888.576	no
5	55510.376000000026	no
6	57607.896000000015	no
7	84806.896	no
8	42914.69599999998	no
9	46524.13599999999	no
10	60027.13599999996	no
11	109694.57599999994	no
12	39499.856	no
13	33132.81599999999	yes
14	49411.73600000001	no
15	41586.975999999995	no
16	32043.656000000003	yes
17	47850.336	no
18	50671.615999999995	no
19	41357.736000000004	no
20	91161.09600000002	no
21	42197.015999999996	no
22	29157.336000000003	yes
23	37292.89599999999	no
24	33686.695999999996	no
25	35463.09599999999	no
26	36116.09599999999	no
27	43047.816000000006	no
28	28122.929600000003	yes
29	39275.456	no
30	46545.65600000002	no
31	32727.49600000001	no
32	66554.656	no
33	49256.256	no
34	33770.05600000001	no
35	41233.65600000001	no
36	42322.975999999995	no
37	31891.489600000015	no
38	35505.816000000006	no
39	40253.56960000001	no
40	36373.05599999999	no
41	37149.936	no
42	29772.696	no
43	20252.895999999997	yes
44	40650.85599999999	no
45	21670.736000000004	no
46	41825.896	no
47	41446.41600000001	no
48	86739.97599999997	no
49	17674.255999999998	yes
50	100019.576	no
51	48120.455999999984	no
52	44977.856000000014	no
53	28742.776	no
54	97124.25600000002	no
55	381088.61599999986	no
56	30358.73600000001	no
57	41538.45600000002	no
58	18767.256	no
59	301213.0159999998	no
60	79527.496	no
61	90251.256	no
62	78939.33600000001	no
63	49997.856	no
64	131117.29600000003	no
65	499383.69599999994	no
66	61174.65600000002	no
67	42641.69600000001	no
68	32349.575999999983	no
69	46417.21599999999	no
70	66148.016	no
71	45030.776000000005	no
72	70229.41600000003	no
73	114626.45600000003	no
74	61422.655999999995	no
75	85331.216	no
76	30517.416	no
77	180219.656	no
78	23866.93600000001	no
79	55267.936000000016	no
80	58833.736000000004	no
81	31644.816000000003	no
82	23879.415999999997	no
83	120579.49600000003	no
84	37244.776	no
85	21317.535999999993	no
86	38851.73599999998	no
87	202657.37600000005	no
88	100821.576	no
89	77494.81600000002	no
90	219284.65600000002	no
91	26142.336000000007	no
92	50503.776	no
93	32449.73599999999	no
94	34542.336	no
95	43817.096	no
96	150301.17599999998	no
97	55617.53599999999	no
98	157108.696	no
99	84134.73600000002	no
100	123826.65599999999	no
101	33183.416000000005	no
102	49612.016	no
103	160559.73600000003	no
104	543097.1360000002	no
105	63464.89600000001	no
106	48827.936	no
107	108451.296	no
108	83966.57600000002	no
109	87404.09600000002	no
110	34149.37599999999	no
111	33237.776	no
112	32829.21600000001	no
113	44914.216	no
114	154860.73599999998	no
115	48154.976	no
116	91233.09599999999	no
117	122451.69599999994	no
118	46225.29600000002	no
119	37191.696	no
120	33462.89599999999	no
121	28401.61600000001	no
122	77155.25600000002	no
123	101421.77600000003	no
124	15028.336000000001	yes
125	355229.57599999994	no
126	55002.45599999999	no
127	19959.776000000005	no
128	36809.176000000014	no
129	50221.615999999995	no
130	22458.056	no
131	62321.856000000014	no
132	12942.176000000003	yes
133	25248.895999999997	no
134	11869.295999999998	yes
135	95641.73599999995	no
136	29234.936	no
137	15807.576000000001	no
138	14166.975999999997	no
139	15976.936000000002	no
140	29502.09600000001	no
141	45950.01599999999	no
142	21584.416	no
143	14255.935999999998	no
