start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	3202010113.54041	3202064497.2679157	0.0
0	0	738756.0021664575	713279.3973650205	0.0
281	290	459543.91334570484	465875.8051716249	0.0
11	21	0.0	0.0	0.0
0	0	0.0	0.0	0.0
306	316	0.0	0.0	0.0
124	125	0.7212088111739838	0.7212088111739838	0.0
306	307	0.030327882718123478	0.030327882718123478	0.0
449	450	0.37452989163491324	0.37452989163491324	0.0
0	0	0.0	0.0	0.003513973070228476
0	0	0.0	0.0	0.005538374163036557
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
