start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	26581983196.588886	26581945133.61692	0.0
0	0	1172203.5517213887	1214140.8292820973	0.0
0	0	415588.4926024783	515223.3062156922	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
307	317	0.0	0.0	0.0
138	139	0.13139566922229728	0.13139566922229728	0.0
316	317	0.9908030715943461	0.9908030715943461	0.0
449	450	0.589035130003776	0.589035130003776	0.0
0	0	0.0	0.0	7.096781650200705e-40
0	0	0.0	0.0	1.2328678819539912e-39
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
