Iteration	SSE	Accepted
1	12274.355000000007	yes
2	12786.325000000004	no
3	12061.085	yes
4	12652.365000000002	no
5	12060.605	yes
6	13059.704999999994	no
7	12807.045000000002	no
8	12137.744999999997	yes
9	12356.665000000005	no
10	12257.624999999996	yes
11	12457.524999999998	yes
12	13011.125	yes
13	13609.524999999998	no
14	12370.245000000003	yes
15	13012.764999999998	yes
16	12192.845000000003	yes
17	12221.905000000002	yes
18	12020.805	yes
19	12190.384999999998	yes
20	12391.324999999999	no
21	12878.105000000003	no
22	12775.445000000003	yes
23	12003.264999999996	yes
24	13429.085000000003	no
25	13006.965000000002	no
26	13855.945	no
27	12265.284999999996	yes
28	13230.344999999998	no
29	13881.915000000008	no
30	11953.305000000002	yes
31	12498.885000000004	no
32	14493.304999999997	no
33	12000.325	yes
34	12204.165	yes
35	12430.655000000002	yes
36	12412.785000000003	yes
37	12256.825	yes
38	12724.884999999998	no
39	12270.834999999995	yes
40	12551.504999999997	no
41	12366.245000000003	yes
42	12292.104999999996	yes
43	12399.085000000005	no
44	12057.325	yes
45	11997.904999999999	yes
46	12769.385	no
47	12531.705000000002	yes
48	12190.164999999999	yes
49	12208.385000000006	yes
50	12883.785000000002	no
51	12424.664999999995	no
52	13035.525000000007	no
53	12186.165000000003	yes
54	12796.565000000002	no
55	12981.765000000001	yes
56	13371.385000000002	no
57	12153.165	yes
58	11880.744999999999	yes
59	13616.405000000002	no
60	12499.605	no
61	14027.665	no
62	12808.625000000002	yes
63	12365.494999999999	yes
64	12680.365	no
65	14355.725000000002	no
66	12383.785000000005	yes
67	12531.744999999995	yes
68	14061.225	yes
69	12331.425000000001	yes
70	12374.345000000001	yes
71	11839.925000000003	yes
72	12023.185	no
73	13025.904999999999	no
74	12436.045000000002	no
75	12334.084999999995	yes
76	12146.364999999998	yes
77	12277.745000000006	no
78	13001.125000000002	yes
79	12846.884999999997	yes
80	12275.345000000001	yes
81	12637.964999999997	no
82	12608.415	yes
83	12851.084999999995	yes
84	12980.445000000002	yes
85	13238.485	no
86	12091.624999999996	yes
87	12250.004999999997	yes
88	13047.865000000002	yes
89	15313.025	no
90	12008.164999999997	yes
91	15514.545000000007	no
92	12343.285000000003	yes
93	12274.624999999993	yes
94	12577.724999999999	no
95	12545.784999999996	yes
96	14409.444999999998	no
97	12014.225	yes
98	12582.105000000007	no
99	12325.044999999995	yes
100	16656.604999999996	no
101	12382.165000000003	yes
102	12843.844999999998	no
103	12311.225	yes
104	12504.085000000006	yes
105	13055.405000000002	no
106	12411.925000000003	yes
107	12165.764999999996	yes
108	14736.605	no
109	12572.244999999995	yes
110	12256.625000000002	yes
111	12736.404999999999	no
112	12602.045000000002	yes
113	12817.884999999991	no
114	12527.924999999996	yes
115	12140.765	yes
116	12712.685000000001	yes
117	12170.104999999998	yes
118	12410.404999999999	no
119	12368.924999999996	yes
120	12489.384999999998	yes
121	12192.205000000002	yes
122	12664.484999999997	no
123	12442.125	no
124	12382.355	yes
125	12553.524999999998	yes
126	12033.505000000001	yes
127	12546.345000000001	no
128	12061.305000000004	yes
129	13029.265	no
130	12294.145	no
131	12383.664999999999	yes
132	13413.925	no
133	12125.744999999999	yes
134	12681.305	yes
135	11755.605	yes
136	12194.644999999997	no
137	12271.524999999998	yes
138	11594.985	yes
139	11650.434999999998	yes
140	12384.465	no
141	11987.705000000002	no
142	11220.065000000002	yes
143	12062.164999999994	no
144	12019.385000000002	yes
145	11663.865000000002	yes
146	12645.324999999999	no
147	12349.145000000004	no
148	12021.494999999995	yes
149	12122.144999999993	no
150	12394.524999999996	no
151	11559.065000000002	yes
152	18173.224999999995	no
153	12910.324999999997	no
154	12710.125000000004	no
155	11485.845	yes
156	11580.185	yes
157	12482.505000000003	no
158	11778.085	no
159	11422.335	yes
160	12438.385000000004	no
161	12258.365000000005	no
162	12259.104999999998	no
163	12669.225	no
164	12194.045000000004	yes
165	13294.145000000004	no
166	12605.065000000002	no
167	11973.744999999999	yes
168	11911.545000000002	yes
169	13821.364999999996	no
170	12224.825000000004	yes
171	12306.345000000001	yes
172	11679.864999999998	yes
173	12255.185	no
174	13163.544999999998	no
175	12059.224999999999	yes
176	11869.705000000002	yes
177	12211.564999999999	no
178	12712.445	yes
179	11798.104999999996	yes
180	11888.264999999998	yes
181	11795.525000000003	yes
182	12627.444999999998	no
183	11577.904999999999	yes
184	11766.745000000003	yes
185	11964.745	yes
186	11843.765000000003	yes
187	12387.585	no
188	11659.465000000004	yes
189	13129.205000000002	no
190	11866.644999999999	no
191	13660.664999999997	no
192	12863.425000000005	no
193	12341.165000000005	no
194	11487.485000000004	yes
195	11529.425000000001	yes
196	12932.465000000002	no
197	12451.464999999998	no
198	12216.424999999994	yes
199	12300.705000000002	yes
200	12706.745000000004	yes
201	13158.244999999999	no
202	11893.765000000003	yes
203	13220.184999999996	no
204	12094.285000000003	yes
205	11978.224999999999	yes
206	11452.225000000002	yes
207	14626.364999999998	no
208	12520.145	no
209	11556.545000000002	yes
210	11547.775	yes
211	12143.045000000004	no
212	13368.824999999993	no
213	12233.004999999997	yes
214	12154.364999999998	yes
215	12636.265	yes
216	12486.205	yes
217	11912.985	yes
218	11604.224999999997	yes
219	11328.605000000003	yes
220	12209.205000000004	no
221	11338.045000000002	yes
222	11186.305	yes
223	12251.925000000001	no
224	12544.224999999999	no
225	10993.944999999998	yes
226	12210.325000000003	no
227	12130.414999999999	no
228	12735.465	no
229	11901.205000000002	no
230	11914.045000000002	no
231	11267.964999999998	no
232	11889.345000000005	no
233	12295.035	no
234	12242.105	no
235	11502.824999999997	yes
236	11224.985000000004	yes
237	12649.124999999996	no
238	11772.134999999998	no
239	12541.324999999999	no
240	12865.465000000004	no
241	12436.865000000002	no
242	11855.985	yes
243	11659.225	yes
244	12175.165	no
245	12118.625	yes
246	11331.405000000002	yes
247	12596.365	no
248	11186.145	yes
249	12778.624999999996	yes
250	11809.825000000004	yes
251	11529.845000000003	yes
252	11894.164999999997	no
253	11592.964999999998	yes
254	11079.345	yes
255	10936.265	yes
256	12344.044999999996	no
257	11689.225000000002	no
258	11398.745	no
259	12631.145	no
260	12678.105000000003	no
261	12245.545	no
262	11953.625	no
263	12841.265000000014	no
264	11601.944999999998	no
265	12085.065000000002	no
266	11759.905000000002	no
267	12696.605000000003	no
268	12042.865000000002	no
