Iteration	Sum_of_Squares	Accepted
1	18621.4375	yes
2	175625.5375	no
3	208252.76500000004	no
4	33092.4375	no
5	43458.4375	no
6	14302.537499999999	yes
7	66096.13750000001	no
8	62162.13749999999	no
9	65238.037500000035	no
10	59263.53750000001	no
11	44082.4375	no
12	42325.63749999998	no
13	52781.03749999999	no
14	56302.0375	no
15	40387.8375	no
16	64982.537500000006	no
17	44499.4375	no
18	72672.83750000002	no
19	611201.1374999998	no
20	591074.7374999999	no
21	503258.7374999999	no
22	618834.9375	no
23	52304.13750000001	no
24	69745.1375	no
25	59464.2375	no
26	66593.43749999999	no
27	83954.93749999999	no
28	48699.2375	no
29	63692.4375	no
30	37178.7375	no
31	90158.73750000002	no
32	38932.33749999999	no
33	58854.2375	no
34	26766.437499999996	no
35	29594.937499999996	no
36	56665.73749999999	no
37	93432.08749999998	no
38	74953.73750000002	no
39	79691.83749999998	no
40	33615.33749999999	no
41	85892.93749999997	no
42	60374.33750000001	no
43	56089.03749999999	no
44	273153.8375	no
45	165158.1375	no
46	160114.93750000006	no
47	157769.9375	no
48	44812.4375	no
49	176846.73750000005	no
50	145545.03749999998	no
51	149735.23750000005	no
52	198352.03749999992	no
53	158350.03750000006	no
54	89920.33750000002	no
55	51512.73750000001	no
56	45961.8375	no
57	55227.537500000006	no
58	58134.13749999999	no
59	95301.63749999995	no
60	278178.23750000005	no
61	214058.03750000006	no
62	155587.83750000008	no
63	181791.03749999995	no
64	231761.53749999995	no
65	235200.13750000004	no
66	276412.13749999995	no
67	292372.1375	no
68	223051.43750000006	no
69	201276.03749999998	no
70	241983.93750000003	no
71	56190.137499999975	no
72	76905.1375	no
73	91716.03749999999	no
74	32500.237499999996	no
75	25743.7375	no
76	114149.8375	no
77	97057.93750000003	no
78	750189.3374999999	no
79	134933.83750000002	no
80	73577.5375	no
81	141305.1375	no
82	145024.83749999997	no
83	69098.03749999999	no
84	60238.73750000003	no
85	466098.83750000014	no
86	103161.83750000001	no
87	617517.7374999999	no
88	602155.2375	no
89	595496.0375000001	no
90	699172.7375000002	no
91	591693.0374999999	no
92	738606.3374999999	no
93	799489.6374999997	no
94	605069.1374999998	no
95	822252.0374999999	no
96	644896.5374999999	no
97	654254.5375000002	no
98	259190.9375	no
99	250498.43749999997	no
100	248077.03749999992	no
101	176923.13750000004	no
102	213094.3375	no
103	226947.8375	no
104	534456.3375000001	no
105	412535.8375000001	no
106	275338.0375	no
107	337666.33749999997	no
108	352369.3375	no
109	283972.7375	no
110	302968.3375	no
111	354646.73750000005	no
112	395593.4375000001	no
113	293134.9375	no
114	300696.0375000001	no
115	337370.53749999986	no
116	215194.33750000008	no
117	244792.73750000008	no
118	58159.5375	no
119	44401.8375	no
120	57767.2375	no
121	89057.63749999998	no
122	71235.8875	no
123	74197.28749999999	no
124	203573.73750000002	no
125	84759.73750000005	no
126	49194.13749999999	no
127	65907.63749999998	no
128	34015.6375	no
129	76037.0375	no
130	123721.53749999998	no
131	105352.43749999999	no
132	56700.23749999998	no
133	83029.1375	no
134	29482.137500000004	no
135	57173.13750000001	no
136	533003.5375	no
137	601784.1374999998	no
138	685024.2375000003	no
139	36573.837499999994	no
140	49514.03749999999	no
141	125297.73750000002	no
142	23804.6375	no
143	80976.13749999998	no
144	47878.83749999999	no
145	60271.73750000002	no
146	95598.53750000003	no
147	79525.9375	no
148	82360.5375	no
149	470291.83749999997	no
150	326906.53750000003	no
151	463183.43750000006	no
152	427366.5375	no
153	464229.0374999999	no
154	55635.33750000001	no
155	87568.73749999999	no
156	50213.03749999999	no
157	32738.8375	no
158	87422.23749999997	no
159	52656.73750000001	no
160	42857.53749999999	no
161	60931.2375	no
162	41866.5375	no
163	48900.83750000001	no
164	47053.23750000001	no
165	33260.737499999996	no
166	45071.53750000001	no
167	87893.13749999998	no
168	96851.23749999999	no
169	17531.237499999996	no
170	121635.83750000001	no
171	86440.03749999999	no
172	84563.0375	no
173	50616.23749999999	no
174	55006.9375	no
175	35423.8375	no
176	534608.1374999997	no
177	615232.0375000002	no
178	742725.5375	no
179	638904.8375000001	no
180	692554.0375	no
181	620054.3375000001	no
182	46457.13750000001	no
183	39983.537500000006	no
184	56589.03749999998	no
185	48267.83749999999	no
186	65719.43749999999	no
187	62382.53749999999	no
188	66384.3375	no
189	216202.83750000002	no
190	64055.03749999999	no
191	59003.937500000015	no
192	65335.93749999997	no
193	207369.73750000005	no
194	256837.43750000003	no
195	192584.73750000002	no
196	123379.9375	no
197	91273.1375	no
198	715212.8375000004	no
199	1105733.1375	no
200	326450.5375	no
201	54304.9375	no
202	38255.9375	no
203	61872.03749999999	no
204	98855.13750000001	no
205	47015.287500000006	no
206	231794.33750000005	no
207	93848.5375	no
208	92171.5375	no
209	64984.53749999998	no
210	71744.33750000002	no
211	74732.23749999997	no
212	123782.63750000001	no
213	243376.83750000002	no
214	751146.8374999999	no
215	753564.4375000001	no
216	490943.4375	no
217	491343.5374999999	no
218	643435.4375000002	no
219	487341.0375000001	no
220	595225.0374999999	no
221	407886.53750000003	no
222	563552.7375	no
223	221062.03749999998	no
224	227793.53749999998	no
225	718310.5374999999	no
226	679558.7375	no
227	408012.33749999997	no
228	57209.7375	no
229	70570.4375	no
230	74326.23750000002	no
231	39859.937499999985	no
232	102432.63749999998	no
233	42651.23749999999	no
234	89578.43750000003	no
235	75222.03749999998	no
236	119372.83750000001	no
237	84354.4375	no
238	92212.9375	no
239	90705.53749999999	no
240	50340.83750000001	no
241	62453.637500000004	no
242	51049.13749999999	no
243	66334.03749999999	no
244	45583.037500000006	no
245	56021.53750000001	no
246	72548.23750000003	no
247	67377.53749999999	no
248	111849.7375	no
249	27654.037499999995	no
250	103031.13750000001	no
251	97473.23750000003	no
252	74005.0375	no
253	157325.03750000003	no
254	229914.03749999995	no
255	189736.83750000002	no
256	197339.1374999999	no
257	232800.7375	no
258	61220.6375	no
259	44459.8375	no
260	62364.83750000001	no
261	76043.53749999998	no
262	22225.0375	no
263	80156.53749999999	no
264	474584.6375000002	no
265	640363.6374999998	no
266	45564.33750000001	no
267	86831.23750000002	no
268	82300.23750000002	no
269	66500.8375	no
270	73533.7375	no
271	70339.6375	no
272	82923.33750000002	no
273	63637.33749999998	no
274	68621.53749999999	no
275	67296.38749999998	no
276	23686.3375	no
277	68617.53749999996	no
278	64112.2375	no
279	61080.937499999985	no
280	53454.13749999998	no
281	86351.43749999997	no
282	111246.23749999999	no
283	82198.4375	no
284	553200.5375000002	no
285	814573.1874999999	no
286	57698.83750000001	no
287	49958.03749999998	no
288	49627.13750000001	no
289	92251.63750000001	no
290	44951.137500000004	no
