start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	671267081.9253422	671318555.0746214	0.0
122	131	3914407.0787978866	4115212.861100251	0.0
292	301	161629.53511589975	360350.23812666815	0.0
11	21	0.0	0.0	0.0
133	143	0.0	0.0	0.0
0	0	0.0	0.0	0.0
138	139	0.9913316669130212	0.9913316669130212	0.0
290	291	0.19818965753132162	0.19818965753132162	0.0
449	450	0.8948285359899226	0.8948285359899226	0.0
0	0	0.0	0.0	0.0007615018561877199
0	0	0.0	0.0	0.001803538199415942
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
