start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	669187105.4600025	669102237.202629	0.0
133	142	747238.5814810974	841387.0334679596	0.0
0	0	604112.2513694855	780477.1832374502	0.0
12	22	0.0	0.0	0.0
146	156	0.0	0.0	0.0
0	0	0.0	0.0	0.0
131	132	0.9985972965378052	0.9985972965378052	0.0
284	285	0.837945311355478	0.837945311355478	0.0
449	450	0.702997811498497	0.702997811498497	0.0
0	0	0.0	0.0	6.109237634913006e-07
0	0	0.0	0.0	1.641528606461421e-06
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
