start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	671640295.8645545	671599251.1726966	0.0
123	132	150813.0704556832	94298.49979958493	0.0
0	0	1063311.5093953877	743503.0833541586	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
139	140	0.4373119964241042	0.4373119964241042	0.0
300	301	0.994464930137703	0.994464930137703	0.0
449	450	0.051959933836207464	0.051959933836207464	0.0
0	0	0.0	0.0	0.8746818795622052
0	0	0.0	0.0	1.6880598141098637e-45
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
