start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	671873517.992936	671993758.6188307	0.0
0	0	773434.1769113329	750270.942449206	0.0
282	291	428549.6211695883	399914.51757136866	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
129	130	0.04858524770155459	0.04858524770155459	0.0
296	297	0.4317796971105343	0.4317796971105343	0.0
449	450	0.8795732589163858	0.8795732589163858	0.0
0	0	0.0	0.0	8.23023269759863e-10
0	0	0.0	0.0	2.0306253528568893e-09
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
