start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	3975322728.896447	3975187871.7552114	0.0
122	131	2057309.24158031	2049247.4278342267	0.0
282	291	4960070.920721951	4873868.332906051	0.0
0	0	0.0	0.0	0.0
144	154	0.0	0.0	0.0
292	302	0.0	0.0	0.0
135	136	0.04710205587120464	0.04710205587120464	0.0
298	299	0.5461207921121918	0.5461207921121918	0.0
449	450	0.5286457410863575	0.5286457410863575	0.0
0	0	0.0	0.0	4.49922112652315e-25
0	0	0.0	0.0	1.420543548118396e-25
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
