start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	11149099465.270187	11149074422.320013	0.0
0	0	1554520.1624238172	1427968.7896284433	0.0
0	0	3690971.074451975	3738475.047790569	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
158	159	0.5771818798570836	0.5771818798570836	0.0
309	310	0.29618827138182996	0.29618827138182996	0.0
449	450	0.9845966054401161	0.9845966054401161	0.0
0	0	0.0	0.0	0.026494070596950865
0	0	0.0	0.0	0.04594873139948651
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
