start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	15449721873.526796	15449848251.652445	0.0
0	0	938020.7563498918	918220.9646988516	0.0
0	0	1628666.9721962677	1558991.7258973839	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
152	153	0.07668124415460509	0.07668124415460509	0.0
303	304	0.5350140073911223	0.5350140073911223	0.0
449	450	0.21747682936983592	0.21747682936983592	0.0
0	0	0.0	0.0	0.08174108434767287
0	0	0.0	0.0	0.21770625012483943
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
