start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	14377304032.522556	14377283146.096804	0.0
0	0	1088297.4335298217	1206884.4265894361	0.0
292	301	3333222.520835509	3399909.3228783165	0.0
13	23	0.0	0.0	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
135	136	0.41171276239245913	0.41171276239245913	0.0
305	306	0.5685455603075048	0.5685455603075048	0.0
449	450	0.5567921805809553	0.5567921805809553	0.0
0	0	0.0	0.0	0.18777137414344244
0	0	0.0	0.0	0.2746114868625746
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
