start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	14375072820.753185	14375127003.440742	0.0
0	0	70324.58914531418	138041.48696848177	0.0
292	301	528487.0605405171	621825.7382792481	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
306	316	0.0	0.0	0.0
157	158	0.431596074169952	0.431596074169952	0.0
284	285	0.317182844712553	0.317182844712553	0.0
449	450	0.06591679102437009	0.06591679102437009	0.0
0	0	0.0	0.0	0.056508657595377584
0	0	0.0	0.0	0.09159556447004318
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
