start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	14375415985.876598	14375600052.773943	0.0
0	0	1837487.570935351	1867494.1380799308	0.0
292	301	179479.03100056975	292646.30288097414	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
141	142	0.3422489329486462	0.3422489329486462	0.0
288	289	0.37522191707183755	0.37522191707183755	0.0
449	450	0.38941373175649263	0.38941373175649263	0.0
0	0	0.0	0.0	0.02630154242285412
0	0	0.0	0.0	0.05465238858536676
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
