start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	15447884082.145836	15447677664.298534	0.0
0	0	2018315.3829326152	2007928.4960170225	0.0
0	0	3811206.766665883	3937188.40804085	0.0
13	23	0.0	0.0	0.0
122	132	0.0	0.0	0.0
304	314	0.0	0.0	0.0
146	147	0.7409074596155468	0.7409074596155468	0.0
316	317	0.5086808963676994	0.5086808963676994	0.0
449	450	0.5060535403538674	0.5060535403538674	0.0
0	0	0.0	0.0	0.041417195585187576
0	0	0.0	0.0	0.05829283540343126
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
