start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	15449579496.804522	15449699426.209507	0.0
0	0	172154.59236959563	360664.82904736896	0.0
0	0	813321.1666502161	910447.0062148727	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
308	318	0.0	0.0	0.0
127	128	0.04725190589529921	0.04725190589529921	0.0
308	309	0.7947960239345836	0.7947960239345836	0.0
449	450	0.31483375517408274	0.31483375517408274	0.0
0	0	0.0	0.0	1280.2478810884913
0	0	0.0	0.0	-151.22731497741628
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
