start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	15449619686.749142	15449721873.526796	0.0
0	0	1080727.5063068476	938020.7563498918	0.0
0	0	1875246.7409355682	1746821.2050128882	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
152	153	0.07668124415460509	0.07668124415460509	0.0
303	304	0.5350140073911223	0.5350140073911223	0.0
449	450	0.8729973274213951	0.8729973274213951	0.0
0	0	0.0	0.0	0.00016620517833876758
0	0	0.0	0.0	0.00016662661229225852
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
