Iteration	Sum_of_Squares	Accepted
1	205620.75	no
2	115440.55000000002	no
3	196122.95	no
4	196122.95	no
5	196122.95	no
6	196122.95	no
7	196122.95	no
8	189203.55	no
9	352116.15	no
10	352116.15	no
11	352116.15	no
12	210889.34999999998	no
13	240245.55000000002	no
14	242168.75	no
15	295478.75	no
16	333010.55000000005	no
17	333010.55000000005	no
18	333010.55000000005	no
19	333010.55000000005	no
20	333010.55000000005	no
21	209658.55	no
22	209658.55	no
23	233025.75	no
24	351777.94999999995	no
25	351777.94999999995	no
26	316332.55000000005	no
27	351777.94999999995	no
28	351777.94999999995	no
29	289773.14999999997	no
30	291680.55	no
31	275048.55	no
32	260790.75	no
33	260790.75	no
34	260790.75	no
35	232325.95000000004	no
36	232325.95000000004	no
37	232325.95000000004	no
38	232325.95000000004	no
39	206142.95	no
40	206142.95	no
41	206142.95	no
42	240552.55	no
43	232946.55000000002	no
44	158228.34999999998	no
45	325823.15	no
46	325823.15	no
47	301043.95	no
48	108352.55000000002	no
49	128424.15	no
50	263866.35	no
51	284599.55	no
52	211752.35000000003	no
53	293599.75	no
54	293599.75	no
55	345647.55000000005	no
56	286176.94999999995	no
57	305109.15	no
58	305109.15	no
59	278161.55	no
60	278161.55	no
61	278161.55	no
62	275429.55	no
63	299757.95	no
64	397949.15	no
65	397949.15	no
66	397949.15	no
67	335199.15	no
68	335199.15	no
69	380748.14999999997	no
70	347040.55	no
71	350813.94999999995	no
72	286352.15	no
73	318270.75	no
74	318270.75	no
75	403958.95	no
76	403958.95	no
77	403958.95	no
78	403958.95	no
79	403958.95	no
80	300044.75	no
81	277486.95	no
82	308088.55000000005	no
83	370953.55000000005	no
84	370953.55000000005	no
85	296062.55000000005	no
86	296062.55000000005	no
87	327605.95	no
88	349627.95	no
89	334195.35	no
90	334195.35	no
91	332012.95	no
92	430971.15	no
93	473159.55	no
94	366314.14999999997	no
95	366314.14999999997	no
96	366314.14999999997	no
97	366314.14999999997	no
98	366314.14999999997	no
99	435831.35	no
100	270463.15	no
101	270463.15	no
102	321346.35	no
103	270463.15	no
104	84443.35	yes
105	225478.55	no
106	298089.35	no
107	302657.35	no
108	302657.35	no
109	346361.75	no
110	350149.54999999993	no
111	293281.55000000005	no
112	322039.75	no
113	339380.55	no
114	339380.55	no
115	345062.55	no
116	350998.55	no
117	359985.35000000003	no
118	359985.35000000003	no
119	350110.35000000003	no
120	356868.75	no
121	335104.35000000003	no
122	302902.35	no
123	465414.94999999995	no
124	465414.94999999995	no
125	302902.35	no
126	345292.75	no
127	368603.35	no
128	248221.55	no
129	338049.95	no
130	289723.15	no
131	226629.75	no
132	332485.75	no
133	226629.75	no
