Iteration	Sum_of_Squares	Accepted
1	87763.55	yes
2	115240.55000000002	no
3	115240.55000000002	no
4	115240.55000000002	no
5	314015.75	no
6	276829.35000000003	no
7	276829.35000000003	no
8	236561.95	no
9	236561.95	no
10	289293.75	no
11	293078.35	no
12	251134.35	no
13	293078.35	no
14	341952.15	no
15	277974.95	no
16	337109.35	no
17	327321.55000000005	no
18	400255.94999999995	no
19	400255.94999999995	no
20	400255.94999999995	no
21	435522.95	no
22	435522.95	no
23	435522.95	no
24	393532.95000000007	no
25	442910.74999999994	no
26	442910.74999999994	no
27	314621.95	no
28	442910.74999999994	no
29	478888.74999999994	no
30	293049.74999999994	no
31	353810.55	no
32	353810.55	no
33	238090.55	no
34	330946.35000000003	no
35	276182.15	no
36	275960.95	no
37	242285.55000000002	no
38	243051.75	no
39	182455.95	no
40	296486.75	no
41	298923.55000000005	no
42	402099.55000000005	no
43	285828.35	no
44	285828.35	no
45	94994.15000000002	no
46	114941.35	no
47	360731.35	no
48	360731.35	no
49	477325.14999999997	no
50	210532.94999999998	no
51	259095.35000000003	no
52	259095.35000000003	no
53	259095.35000000003	no
54	228747.34999999998	no
55	228747.34999999998	no
56	261721.14999999997	no
57	185992.35	no
58	151941.15	no
59	110380.75	no
60	110380.75	no
61	110380.75	no
62	110380.75	no
63	192867.94999999998	no
64	323187.75	no
65	260076.55000000002	no
66	351968.55000000005	no
67	351968.55000000005	no
68	351968.55000000005	no
69	344940.55	no
70	104758.95000000001	no
71	103450.75	no
72	178863.95	no
73	178863.95	no
74	178863.95	no
75	135655.35	no
76	135655.35	no
77	135655.35	no
78	158032.95	no
79	167924.75000000003	no
80	296479.75	no
81	248530.35000000003	no
82	304073.75	no
83	299855.35	no
84	285908.55	no
85	285908.55	no
86	299855.35	no
87	332655.75000000006	no
88	332655.75000000006	no
89	299855.35	no
90	308386.35000000003	no
91	309018.35	no
92	309018.35	no
93	184437.94999999998	no
94	182668.75	no
95	235804.55000000002	no
96	235804.55000000002	no
97	231080.55000000002	no
98	277266.15	no
99	284112.55	no
100	470319.1500000001	no
101	406053.55	no
102	481735.15	no
103	481735.15	no
104	481735.15	no
105	469703.75	no
106	425548.35	no
107	486923.35	no
108	372654.35000000003	no
109	431956.75	no
110	431956.75	no
111	392260.35000000003	no
112	337181.95	no
113	418777.55	no
114	409146.75	no
115	308771.95000000007	no
116	277969.75	no
117	299502.95	no
118	422059.35	no
119	443788.15	no
120	443788.15	no
121	443788.15	no
122	466306.35	no
123	457420.75	no
124	400591.95000000007	no
