Iteration	Sum_of_Squares	Accepted
1	115440.55000000002	no
2	115440.55000000002	no
3	198500.95	no
4	198500.95	no
5	104549.74999999999	no
6	104549.74999999999	no
7	104549.74999999999	no
8	128687.75000000001	no
9	98171.15	yes
10	232037.95	no
11	232037.95	no
12	307231.35	no
13	307231.35	no
14	231758.55000000002	no
15	201435.34999999998	no
16	201435.34999999998	no
17	218136.55000000002	no
18	187885.95	no
19	187885.95	no
20	187885.95	no
21	223787.55	no
22	223787.55	no
23	223787.55	no
24	225821.55	no
25	259005.95	no
26	259005.95	no
27	334071.94999999995	no
28	374202.15	no
29	292517.55000000005	no
30	381728.95	no
31	381728.95	no
32	381728.95	no
33	340767.35000000003	no
34	383277.95	no
35	383277.95	no
36	416921.75	no
37	416921.75	no
38	397878.35000000003	no
39	248679.75000000003	no
40	430550.75	no
41	430550.75	no
42	343789.15	no
43	314925.1500000001	no
44	387878.94999999995	no
45	348656.95000000007	no
46	340880.95	no
47	369312.95	no
48	356898.95000000007	no
49	356898.95000000007	no
50	421582.95	no
51	271450.95	no
52	300698.55000000005	no
53	247099.35	no
54	211430.35	no
55	406647.15	no
56	388250.75	no
57	398566.75000000006	no
58	400216.75	no
59	428441.35	no
60	371696.95000000007	no
61	535823.95	no
62	475731.35000000003	no
63	475731.35000000003	no
64	475731.35000000003	no
65	491486.55000000005	no
66	370013.75	no
67	364188.75	no
68	309608.55	no
69	309608.55	no
70	309608.55	no
71	331146.95	no
72	277833.55	no
73	331146.95	no
74	309608.55	no
75	309608.55	no
76	309608.55	no
77	309608.55	no
78	404243.35000000003	no
79	357424.95000000007	no
80	357424.95000000007	no
81	357424.95000000007	no
82	355268.95	no
83	388534.35	no
84	388534.35	no
85	388534.35	no
86	264864.35	no
87	264864.35	no
88	264864.35	no
89	275993.35000000003	no
90	275993.35000000003	no
91	367560.95	no
92	367560.95	no
93	312228.55	no
94	382700.55	no
95	382700.55	no
96	337020.95	no
97	337020.95	no
98	367803.15	no
99	367803.15	no
100	367803.15	no
101	367803.15	no
102	353741.95	no
103	324161.55	no
104	263079.15	no
105	263079.15	no
106	311968.55	no
107	311968.55	no
108	259205.95	no
109	381514.55	no
110	468205.55000000005	no
111	397608.75	no
112	433493.94999999995	no
113	397608.75	no
114	500571.75	no
115	500571.75	no
116	500571.75	no
117	433493.94999999995	no
118	481939.15	no
119	332226.14999999997	no
120	309263.95	no
121	241408.95000000004	no
122	241408.95000000004	no
123	241408.95000000004	no
124	184966.75000000003	no
125	184966.75000000003	no
126	283758.14999999997	no
127	283758.14999999997	no
128	355845.35	no
129	355845.35	no
130	355845.35	no
131	169616.15	no
132	139424.35	no
133	305127.14999999997	no
134	339669.95	no
135	192562.55	no
136	192562.55	no
137	303011.75	no
138	286735.95	no
139	271605.75	no
140	346019.55000000005	no
141	328657.35	no
142	328657.35	no
143	385642.95000000007	no
144	393002.35	no
145	346685.55000000005	no
146	506044.74999999994	no
147	506044.74999999994	no
148	506044.74999999994	no
149	506044.74999999994	no
150	506044.74999999994	no
151	509726.35000000003	no
152	500156.75	no
153	558714.55	no
154	558714.55	no
