Iteration	Sum_of_Squares	Accepted
1	151915.2375	yes
2	143685.93750000006	yes
3	178542.33750000002	no
4	168270.83750000002	no
5	201480.7375	no
6	116524.33750000002	yes
7	54651.63750000001	yes
8	106790.7375	no
9	34212.4375	yes
10	47196.33749999999	no
11	25664.437500000004	yes
12	38170.9375	no
13	31572.765000000003	no
14	160608.33750000002	no
15	36235.13749999999	no
16	38572.537500000006	no
17	44912.265	no
18	45483.565	no
19	57937.03749999999	no
20	86892.63750000001	no
21	33080.637500000004	no
22	21875.6375	yes
23	33256.337499999994	no
24	24460.337499999994	no
25	34875.037500000006	no
26	49232.5375	no
27	27036.037500000006	no
28	67797.9375	no
29	59696.537500000006	no
30	26420.637500000004	no
31	33995.5375	no
32	21177.837499999998	yes
33	41624.2375	no
34	30201.337500000005	no
35	81620.5375	no
36	29003.8375	no
37	29411.5375	no
38	38303.337499999994	no
39	30396.137499999997	no
40	31813.737499999985	no
41	21573.537500000006	no
42	46936.137500000004	no
43	42269.337499999994	no
44	33968.1375	no
45	31728.9375	no
46	37851.9375	no
47	65288.43750000001	no
48	30643.9375	no
49	34794.637500000004	no
50	26968.337499999998	no
51	29311.4375	no
52	19942.4375	yes
53	136199.0375	no
54	84714.3375	no
55	20236.637499999997	no
56	23815.037500000002	no
57	19282.7375	yes
58	97744.1375	no
59	55661.437500000015	no
60	23888.0375	no
61	66672.4375	no
62	81545.83750000002	no
63	65870.43749999999	no
64	50007.93750000001	no
65	21577.3375	no
66	55059.6375	no
67	28749.437500000004	no
68	40730.987499999996	no
69	65394.0375	no
70	119866.43749999997	no
71	26275.364999999998	no
72	60088.1375	no
73	29176.537499999995	no
74	91186.9375	no
75	118826.8375	no
76	62265.03749999999	no
77	18369.537500000002	yes
78	27067.264999999996	no
79	53494.83750000001	no
80	54149.2375	no
81	22192.137499999997	no
82	55452.965000000004	no
83	28449.7375	no
84	89857.5375	no
85	74149.5375	no
86	15708.837500000003	yes
87	37199.1375	no
88	79644.63750000001	no
89	39063.437499999985	no
90	102217.23749999999	no
91	32045.3375	no
92	95491.68750000003	no
93	26850.6375	no
94	71668.53749999998	no
95	36784.9375	no
96	27305.5375	no
97	105561.33750000002	no
98	46325.637500000004	no
99	33300.037500000006	no
100	30843.037500000006	no
101	18331.137499999997	no
102	27500.2375	no
103	32141.287499999995	no
104	45747.73749999999	no
105	23062.437500000004	no
106	65373.03749999999	no
107	57099.33750000001	no
108	40913.1375	no
109	40287.4375	no
110	33130.137500000004	no
111	59720.53749999999	no
112	25356.0375	no
113	47399.1375	no
114	87772.0375	no
115	33458.965000000004	no
116	72271.2375	no
117	47446.78749999999	no
118	18068.3375	no
119	30870.9375	no
120	19484.437499999996	no
121	26282.337499999994	no
122	61265.73749999999	no
123	154314.43749999997	no
124	27513.137500000004	no
125	24015.3375	no
126	50322.9375	no
127	27177.037500000002	no
128	29246.6375	no
129	35691.037500000006	no
130	237886.5375	no
131	14492.2375	yes
132	23561.9375	no
133	54592.5375	no
134	78983.93749999999	no
135	52166.76499999999	no
136	26606.237500000003	no
137	74899.3375	no
138	46968.437500000015	no
139	48664.53749999999	no
140	36220.0375	no
141	92126.63750000001	no
142	108862.23749999999	no
143	31227.064999999995	no
144	25342.3375	no
145	75897.7875	no
146	65063.73749999999	no
147	21402.737500000003	no
148	69226.63749999998	no
149	26318.8375	no
150	113424.73749999999	no
151	26636.337499999998	no
152	42325.53749999999	no
153	14857.337499999998	no
154	36978.73749999999	no
155	34337.337499999994	no
156	21927.9375	no
157	26134.637500000004	no
158	207790.3375	no
159	21184.6375	no
160	58897.5375	no
161	27058.065000000002	no
162	232815.56500000003	no
163	20870.487500000003	no
164	24083.83750000001	no
165	203720.63750000007	no
166	71586.7375	no
167	29680.237500000003	no
168	61732.23749999999	no
169	43026.237499999996	no
170	57208.6375	no
171	29627.8375	no
172	67429.83750000002	no
173	30221.6375	no
174	63861.63749999998	no
175	30978.73749999999	no
176	16750.7375	no
177	94066.5375	no
178	31705.464999999997	no
179	26271.137500000004	no
180	23087.137499999997	no
181	40186.337499999994	no
182	56054.537499999984	no
183	24086.837499999998	no
184	77183.1375	no
185	76117.23749999999	no
186	50711.53750000001	no
187	25874.4375	no
188	69726.23749999996	no
189	44023.93750000001	no
190	24571.137499999997	no
191	21502.237500000003	no
192	29621.2375	no
193	30537.8375	no
194	19559.137499999997	no
195	30244.9375	no
196	22341.865	no
197	62449.13750000001	no
198	69787.3375	no
199	62507.23749999999	no
200	19259.865	no
201	37679.137500000004	no
202	74022.7875	no
203	115588.13749999998	no
204	41946.6375	no
205	19721.737499999996	no
206	34969.33750000001	no
207	24942.1375	no
208	26833.4375	no
209	25199.537500000002	no
210	84255.2375	no
211	35732.865000000005	no
212	36225.337499999994	no
213	30642.265000000003	no
214	42438.337499999994	no
215	221315.365	no
216	52121.037500000006	no
217	44740.737499999996	no
218	25050.137500000004	no
219	52214.337499999994	no
220	242951.9375	no
221	48779.33749999999	no
222	66154.3375	no
223	76236.13750000001	no
224	181368.53749999995	no
225	32427.3375	no
226	79308.73749999999	no
227	58188.637500000004	no
228	94121.33750000002	no
229	19676.437500000004	no
230	22060.6375	no
231	64750.73750000003	no
232	77224.5375	no
